line_id,invoice_id,product_id,quantity,unit_price,line_total,discount_pct
L005367,INV01344,P0418,31,3677.54,114003.74,10
L005368,INV01344,P0004,2,3608.94,7217.88,15
L005369,INV01345,P0486,43,3692.13,158761.59,0
L005370,INV01345,P0423,36,5317.21,191419.56,0
L005371,INV01345,P0001,31,1401.7,43452.7,10
L005372,INV01345,P0180,26,9778.26,254234.76,0
L005373,INV01345,P0487,18,963.16,17336.88,15
L005374,INV01346,P0206,46,4670.38,214837.48,10
L005375,INV01346,P0416,5,4677.62,23388.1,0
L005376,INV01346,P0437,7,2300.23,16101.61,0
L005377,INV01346,P0015,30,2756.52,82695.6,0
L005378,INV01346,P0216,35,3943.19,138011.65,10
L005379,INV01346,P0212,46,7978.54,367012.84,10
L005380,INV01347,P0219,36,11436.32,411707.52,5
L005381,INV01348,P0336,32,4371.61,139891.52,5
L005382,INV01348,P0117,26,5587.21,145267.46,10
L005383,INV01349,P0269,18,7314.85,131667.3,10
L005384,INV01349,P0499,6,3291.6,19749.6,15
L005385,INV01349,P0071,28,4129.77,115633.56,15
L005386,INV01349,P0403,16,960.85,15373.6,10
L005387,INV01350,P0176,20,2045.55,40911.0,5
L005388,INV01350,P0298,13,1999.73,25996.49,0
L005389,INV01350,P0433,15,4282.37,64235.55,15
L005390,INV01350,P0335,17,10982.68,186705.56,5
L005391,INV01351,P0404,34,1835.26,62398.84,0
L005392,INV01351,P0380,37,8326.54,308081.98,0
L005393,INV01351,P0499,27,3291.6,88873.2,0
L005394,INV01351,P0190,16,11730.11,187681.76,0
L005395,INV01352,P0300,30,3874.93,116247.9,10
L005396,INV01353,P0308,45,5889.65,265034.25,20
L005397,INV01353,P0438,9,6796.95,61172.55,15
L005398,INV01353,P0283,37,5951.03,220188.11,0
L005399,INV01354,P0354,25,8290.57,207264.25,5
L005400,INV01354,P0367,13,2631.78,34213.14,0
L005401,INV01354,P0118,13,3945.69,51293.97,0
L005402,INV01354,P0161,31,4048.14,125492.34,0
L005403,INV01355,P0098,30,3529.83,105894.9,10
L005404,INV01355,P0321,22,8180.56,179972.32,5
L005405,INV01355,P0184,33,6427.09,212093.97,0
L005406,INV01355,P0336,30,4371.61,131148.3,15
L005407,INV01355,P0133,37,2492.63,92227.31,15
L005408,INV01355,P0106,27,5693.12,153714.24,5
L005409,INV01355,P0138,34,1732.0,58888.0,0
L005410,INV01356,P0459,30,1922.07,57662.1,0
L005411,INV01357,P0455,14,3298.96,46185.44,0
L005412,INV01357,P0296,12,2946.87,35362.44,0
L005413,INV01357,P0142,1,2964.52,2964.52,5
L005414,INV01357,P0018,36,1270.54,45739.44,0
L005415,INV01357,P0028,28,428.2,11989.6,0
L005416,INV01357,P0456,25,3082.41,77060.25,15
L005417,INV01358,P0330,5,4239.53,21197.65,0
L005418,INV01358,P0353,37,12249.27,453222.99,20
L005419,INV01359,P0383,32,10422.17,333509.44,0
L005420,INV01359,P0049,38,6284.06,238794.28,5
L005421,INV01359,P0393,46,5117.9,235423.4,0
L005422,INV01360,P0083,48,5741.71,275602.08,15
L005423,INV01360,P0029,11,923.73,10161.03,0
L005424,INV01360,P0213,38,5235.11,198934.18,15
L005425,INV01360,P0214,48,7605.68,365072.64,0
L005426,INV01360,P0200,40,664.86,26594.4,10
L005427,INV01360,P0193,39,10569.17,412197.63,0
L005428,INV01360,P0251,24,2690.04,64560.96,10
L005429,INV01361,P0027,9,12036.56,108329.04,0
L005430,INV01361,P0456,18,3082.41,55483.38,0
L005431,INV01361,P0491,23,4887.27,112407.21,0
L005432,INV01361,P0056,39,8637.79,336873.81,5
L005433,INV01361,P0463,38,126.67,4813.46,5
L005434,INV01362,P0084,11,7771.8,85489.8,0
L005435,INV01362,P0316,27,7840.59,211695.93,0
L005436,INV01362,P0188,3,4375.09,13125.27,5
L005437,INV01362,P0077,16,4514.08,72225.28,15
L005438,INV01362,P0487,27,963.16,26005.32,0
L005439,INV01363,P0340,19,2018.89,38358.91,0
L005440,INV01363,P0003,8,6923.39,55387.12,0
L005441,INV01363,P0389,9,1316.2,11845.8,0
L005442,INV01363,P0235,30,6299.11,188973.3,0
L005443,INV01363,P0148,29,6703.06,194388.74,0
L005444,INV01363,P0238,35,1610.04,56351.4,5
L005445,INV01363,P0459,17,1922.07,32675.19,10
L005446,INV01364,P0460,8,8278.74,66229.92,20
L005447,INV01364,P0284,18,177.47,3194.46,0
L005448,INV01364,P0215,11,6041.67,66458.37,0
L005449,INV01364,P0244,31,6447.63,199876.53,10
L005450,INV01364,P0268,23,5715.91,131465.93,20
L005451,INV01364,P0104,36,7067.74,254438.64,5
L005452,INV01365,P0487,5,963.16,4815.8,0
L005453,INV01365,P0377,17,1340.41,22786.97,0
L005454,INV01365,P0374,26,3810.07,99061.82,0
L005455,INV01365,P0440,38,876.53,33308.14,20
L005456,INV01365,P0147,30,11763.36,352900.8,0
L005457,INV01366,P0167,47,3357.58,157806.26,20
L005458,INV01366,P0107,29,8912.93,258474.97,10
L005459,INV01366,P0140,13,9074.03,117962.39,10
L005460,INV01366,P0448,31,4603.61,142711.91,10
L005461,INV01366,P0378,41,13559.25,555929.25,0
L005462,INV01366,P0036,2,1548.26,3096.52,0
L005463,INV01366,P0420,14,6633.93,92875.02,0
L005464,INV01367,P0354,44,8290.57,364785.08,5
L005465,INV01367,P0282,7,380.39,2662.73,5
L005466,INV01368,P0191,7,6134.86,42944.02,0
L005467,INV01369,P0032,42,5929.39,249034.38,0
L005468,INV01369,P0012,40,4865.89,194635.6,10
L005469,INV01370,P0282,7,380.39,2662.73,10
L005470,INV01371,P0102,35,677.53,23713.55,5
L005471,INV01371,P0473,24,4765.16,114363.84,10
L005472,INV01371,P0054,3,6447.25,19341.75,0
L005473,INV01371,P0008,47,1765.47,82977.09,15
L005474,INV01371,P0080,35,5399.26,188974.1,0
L005475,INV01371,P0335,8,10982.68,87861.44,0
L005476,INV01371,P0113,44,8542.41,375866.04,0
L005477,INV01372,P0040,23,7073.58,162692.34,0
L005478,INV01372,P0325,34,9305.74,316395.16,0
L005479,INV01373,P0374,40,3810.07,152402.8,10
L005480,INV01373,P0263,23,3520.33,80967.59,5
L005481,INV01373,P0369,34,7660.13,260444.42,0
L005482,INV01373,P0172,5,9344.96,46724.8,15
L005483,INV01373,P0401,37,3654.45,135214.65,0
L005484,INV01374,P0249,31,7061.57,218908.67,0
L005485,INV01374,P0308,17,5889.65,100124.05,0
L005486,INV01374,P0489,8,13778.52,110228.16,0
L005487,INV01374,P0410,6,4124.66,24747.96,0
L005488,INV01374,P0137,21,4190.23,87994.83,0
L005489,INV01375,P0331,4,1491.83,5967.32,10
L005490,INV01375,P0354,4,8290.57,33162.28,0
L005491,INV01375,P0481,46,7279.24,334845.04,0
L005492,INV01375,P0435,23,3917.24,90096.52,20
L005493,INV01375,P0316,37,7840.59,290101.83,10
L005494,INV01375,P0146,29,5960.88,172865.52,5
L005495,INV01376,P0277,36,1443.06,51950.16,15
L005496,INV01376,P0093,7,2720.66,19044.62,0
L005497,INV01376,P0181,23,12797.28,294337.44,0
L005498,INV01377,P0396,1,5947.19,5947.19,10
L005499,INV01377,P0341,24,2444.88,58677.12,0
L005500,INV01378,P0245,17,748.16,12718.72,0
L005501,INV01378,P0056,21,8637.79,181393.59,15
L005502,INV01378,P0459,30,1922.07,57662.1,0
L005503,INV01378,P0440,25,876.53,21913.25,5
L005504,INV01379,P0424,44,3412.11,150132.84,15
L005505,INV01379,P0247,34,10232.1,347891.4,10
L005506,INV01379,P0347,5,894.97,4474.85,10
L005507,INV01379,P0232,21,581.69,12215.49,0
L005508,INV01379,P0422,31,4271.87,132427.97,0
L005509,INV01380,P0130,43,5519.06,237319.58,10
L005510,INV01380,P0063,9,153.44,1380.96,20
L005511,INV01380,P0117,48,5587.21,268186.08,0
L005512,INV01380,P0076,35,602.66,21093.1,5
L005513,INV01381,P0315,41,1835.53,75256.73,0
L005514,INV01381,P0410,6,4124.66,24747.96,10
L005515,INV01382,P0011,17,6187.33,105184.61,5
L005516,INV01382,P0095,27,442.49,11947.23,0
L005517,INV01382,P0379,23,244.84,5631.32,0
L005518,INV01382,P0350,34,4016.88,136573.92,5
L005519,INV01382,P0313,31,4218.21,130764.51,5
L005520,INV01382,P0155,26,3500.99,91025.74,10
L005521,INV01382,P0113,39,8542.41,333153.99,5
L005522,INV01383,P0496,2,10086.17,20172.34,0
L005523,INV01383,P0436,30,4224.56,126736.8,5
L005524,INV01383,P0213,39,5235.11,204169.29,0
L005525,INV01383,P0141,40,11056.1,442244.0,20
L005526,INV01384,P0301,8,7290.98,58327.84,0
L005527,INV01384,P0320,33,7297.45,240815.85,0
L005528,INV01384,P0021,32,603.68,19317.76,10
L005529,INV01384,P0301,44,7290.98,320803.12,0
L005530,INV01384,P0180,24,9778.26,234678.24,10
L005531,INV01384,P0115,21,6346.7,133280.7,20
L005532,INV01385,P0190,7,11730.11,82110.77,15
L005533,INV01385,P0091,42,6514.18,273595.56,5
L005534,INV01385,P0353,15,12249.27,183739.05,0
L005535,INV01385,P0404,38,1835.26,69739.88,5
L005536,INV01385,P0114,4,2534.95,10139.8,0
L005537,INV01386,P0136,3,8101.85,24305.55,0
L005538,INV01386,P0218,30,6820.79,204623.7,0
L005539,INV01386,P0244,41,6447.63,264352.83,0
L005540,INV01386,P0239,47,8994.26,422730.22,15
L005541,INV01387,P0104,25,7067.74,176693.5,5
L005542,INV01387,P0371,6,4308.95,25853.7,20
L005543,INV01387,P0168,40,2379.44,95177.6,0
L005544,INV01387,P0457,14,6526.37,91369.18,5
L005545,INV01387,P0366,17,7093.72,120593.24,0
L005546,INV01388,P0422,39,4271.87,166602.93,0
L005547,INV01388,P0375,8,5369.79,42958.32,0
L005548,INV01388,P0233,40,5999.75,239990.0,10
L005549,INV01388,P0045,46,1084.29,49877.34,5
L005550,INV01388,P0169,30,2641.57,79247.1,0
L005551,INV01388,P0404,36,1835.26,66069.36,0
L005552,INV01389,P0326,22,1363.0,29986.0,0
L005553,INV01389,P0497,22,2825.75,62166.5,5
L005554,INV01389,P0116,3,2169.42,6508.26,0
L005555,INV01389,P0198,17,3752.72,63796.24,15
L005556,INV01389,P0243,37,149.45,5529.65,15
L005557,INV01390,P0095,33,442.49,14602.17,0
L005558,INV01390,P0096,33,7406.44,244412.52,5
L005559,INV01390,P0157,15,4194.92,62923.8,5
L005560,INV01390,P0246,7,7910.32,55372.24,5
L005561,INV01390,P0498,19,6454.03,122626.57,0
L005562,INV01390,P0105,45,10998.77,494944.65,10
L005563,INV01390,P0118,15,3945.69,59185.35,0
L005564,INV01391,P0409,40,707.44,28297.6,10
L005565,INV01391,P0149,5,7589.05,37945.25,5
L005566,INV01392,P0016,45,8137.91,366205.95,0
L005567,INV01392,P0114,41,2534.95,103932.95,10
L005568,INV01392,P0030,7,8415.18,58906.26,15
L005569,INV01393,P0488,42,1471.37,61797.54,5
L005570,INV01393,P0290,5,10742.91,53714.55,10
L005571,INV01393,P0259,13,3832.34,49820.42,0
L005572,INV01393,P0194,35,10984.48,384456.8,5
L005573,INV01393,P0062,47,396.95,18656.65,0
L005574,INV01394,P0239,44,8994.26,395747.44,0
L005575,INV01394,P0272,16,7994.37,127909.92,15
L005576,INV01395,P0408,37,10989.39,406607.43,0
L005577,INV01395,P0468,20,5860.68,117213.6,5
L005578,INV01395,P0415,22,3028.3,66622.6,0
L005579,INV01395,P0421,28,7796.26,218295.28,5
L005580,INV01395,P0075,9,6473.48,58261.32,0
L005581,INV01395,P0038,43,4572.63,196623.09,0
L005582,INV01395,P0426,32,12768.06,408577.92,10
L005583,INV01396,P0016,39,8137.91,317378.49,10
L005584,INV01396,P0409,7,707.44,4952.08,0
L005585,INV01396,P0245,47,748.16,35163.52,0
L005586,INV01397,P0160,23,773.13,17781.99,0
L005587,INV01397,P0017,25,6460.26,161506.5,0
L005588,INV01397,P0006,20,6358.08,127161.6,20
L005589,INV01397,P0250,26,586.54,15250.04,0
L005590,INV01397,P0109,48,3625.98,174047.04,10
L005591,INV01397,P0285,17,5036.45,85619.65,0
L005592,INV01398,P0355,9,3345.75,30111.75,0
L005593,INV01398,P0068,20,765.53,15310.6,15
L005594,INV01398,P0133,39,2492.63,97212.57,5
L005595,INV01398,P0456,32,3082.41,98637.12,0
L005596,INV01398,P0374,37,3810.07,140972.59,10
L005597,INV01398,P0447,36,4233.36,152400.96,0
L005598,INV01399,P0099,15,7463.61,111954.15,0
L005599,INV01399,P0362,36,5656.4,203630.4,15
L005600,INV01399,P0021,28,603.68,16903.04,0
L005601,INV01399,P0273,1,4053.85,4053.85,5
L005602,INV01399,P0495,42,2514.98,105629.16,0
L005603,INV01399,P0104,6,7067.74,42406.44,10
L005604,INV01400,P0023,23,6905.11,158817.53,0
L005605,INV01400,P0418,21,3677.54,77228.34,0
L005606,INV01400,P0160,28,773.13,21647.64,0
L005607,INV01400,P0182,38,2255.93,85725.34,0
L005608,INV01401,P0002,18,11096.75,199741.5,0
L005609,INV01401,P0343,12,62.56,750.72,0
L005610,INV01401,P0383,13,10422.17,135488.21,5
L005611,INV01401,P0335,35,10982.68,384393.8,15
L005612,INV01401,P0079,8,7337.1,58696.8,0
L005613,INV01401,P0279,31,6826.46,211620.26,0
L005614,INV01401,P0130,11,5519.06,60709.66,0
L005615,INV01402,P0390,7,7391.16,51738.12,0
L005616,INV01402,P0164,8,8690.47,69523.76,5
L005617,INV01402,P0344,46,1477.7,67974.2,5
L005618,INV01402,P0415,23,3028.3,69650.9,5
L005619,INV01402,P0306,46,5976.37,274913.02,5
L005620,INV01402,P0394,31,6155.85,190831.35,20
L005621,INV01402,P0148,16,6703.06,107248.96,0
L005622,INV01403,P0305,10,1726.46,17264.6,20
L005623,INV01403,P0361,45,6996.73,314852.85,0
L005624,INV01403,P0223,40,1784.1,71364.0,5
L005625,INV01403,P0226,30,12428.12,372843.6,0
L005626,INV01403,P0478,25,3248.52,81213.0,0
L005627,INV01404,P0224,25,1839.33,45983.25,5
L005628,INV01404,P0053,28,5153.08,144286.24,0
L005629,INV01405,P0291,37,5828.85,215667.45,15
L005630,INV01406,P0087,3,7564.08,22692.24,5
L005631,INV01406,P0173,2,3341.77,6683.54,0
L005632,INV01406,P0496,44,10086.17,443791.48,0
L005633,INV01407,P0052,12,9999.18,119990.16,0
L005634,INV01407,P0060,24,3066.75,73602.0,0
L005635,INV01407,P0366,20,7093.72,141874.4,0
L005636,INV01407,P0341,2,2444.88,4889.76,20
L005637,INV01407,P0216,9,3943.19,35488.71,10
L005638,INV01407,P0414,18,12928.37,232710.66,5
L005639,INV01407,P0043,10,6072.39,60723.9,5
L005640,INV01408,P0194,7,10984.48,76891.36,10
L005641,INV01408,P0357,19,12018.53,228352.07,10
L005642,INV01408,P0468,30,5860.68,175820.4,10
L005643,INV01409,P0487,15,963.16,14447.4,0
L005644,INV01409,P0246,40,7910.32,316412.8,0
L005645,INV01410,P0486,45,3692.13,166145.85,5
L005646,INV01410,P0076,42,602.66,25311.72,10
L005647,INV01410,P0299,29,623.97,18095.13,10
L005648,INV01410,P0294,41,1630.43,66847.63,20
L005649,INV01410,P0424,30,3412.11,102363.3,0
L005650,INV01410,P0230,32,4008.85,128283.2,5
L005651,INV01411,P0020,47,662.07,31117.29,0
L005652,INV01411,P0188,25,4375.09,109377.25,0
L005653,INV01411,P0023,40,6905.11,276204.4,0
L005654,INV01411,P0078,44,1329.73,58508.12,0
L005655,INV01411,P0113,19,8542.41,162305.79,0
L005656,INV01411,P0005,6,5435.81,32614.86,10
L005657,INV01411,P0159,18,4567.36,82212.48,0
L005658,INV01412,P0276,2,11617.55,23235.1,0
L005659,INV01412,P0288,13,10051.22,130665.86,5
L005660,INV01413,P0142,12,2964.52,35574.24,0
L005661,INV01413,P0324,29,342.9,9944.1,0
L005662,INV01413,P0132,16,412.56,6600.96,5
L005663,INV01413,P0279,4,6826.46,27305.84,0
L005664,INV01413,P0436,6,4224.56,25347.36,5
L005665,INV01414,P0297,41,9832.1,403116.1,0
L005666,INV01414,P0066,48,1461.32,70143.36,5
L005667,INV01414,P0401,43,3654.45,157141.35,0
L005668,INV01414,P0068,44,765.53,33683.32,0
L005669,INV01414,P0151,6,8389.72,50338.32,5
L005670,INV01415,P0324,49,342.9,16802.1,5
L005671,INV01415,P0037,25,271.55,6788.75,5
L005672,INV01415,P0115,41,6346.7,260214.7,0
L005673,INV01416,P0211,47,4001.04,188048.88,0
L005674,INV01416,P0235,9,6299.11,56691.99,5
L005675,INV01416,P0221,49,3581.64,175500.36,0
L005676,INV01416,P0302,2,8484.05,16968.1,5
L005677,INV01417,P0455,25,3298.96,82474.0,0
L005678,INV01417,P0056,18,8637.79,155480.22,0
L005679,INV01417,P0238,8,1610.04,12880.32,0
L005680,INV01417,P0423,35,5317.21,186102.35,5
L005681,INV01418,P0375,5,5369.79,26848.95,10
L005682,INV01418,P0041,20,221.71,4434.2,0
L005683,INV01418,P0181,17,12797.28,217553.76,20
L005684,INV01418,P0323,16,9084.52,145352.32,0
L005685,INV01419,P0080,49,5399.26,264563.74,10
L005686,INV01419,P0274,36,2546.95,91690.2,5
L005687,INV01419,P0030,18,8415.18,151473.24,10
L005688,INV01419,P0480,5,2249.08,11245.4,5
L005689,INV01420,P0474,25,7432.74,185818.5,10
L005690,INV01420,P0095,48,442.49,21239.52,10
L005691,INV01421,P0451,40,7595.57,303822.8,0
L005692,INV01421,P0478,19,3248.52,61721.88,5
L005693,INV01422,P0029,12,923.73,11084.76,0
L005694,INV01422,P0338,29,10874.49,315360.21,0
L005695,INV01422,P0158,46,3027.18,139250.28,0
L005696,INV01422,P0309,37,225.77,8353.49,0
L005697,INV01422,P0057,28,7128.97,199611.16,5
L005698,INV01422,P0200,48,664.86,31913.28,0
L005699,INV01423,P0127,27,3744.58,101103.66,20
L005700,INV01423,P0351,30,726.5,21795.0,0
L005701,INV01423,P0438,8,6796.95,54375.6,15
L005702,INV01423,P0034,16,7463.5,119416.0,10
L005703,INV01423,P0083,29,5741.71,166509.59,0
L005704,INV01424,P0091,29,6514.18,188911.22,0
L005705,INV01425,P0328,15,420.86,6312.9,10
L005706,INV01425,P0292,33,3723.54,122876.82,5
L005707,INV01425,P0371,12,4308.95,51707.4,0
L005708,INV01425,P0092,7,4993.95,34957.65,10
L005709,INV01425,P0245,24,748.16,17955.84,0
L005710,INV01426,P0352,30,11327.53,339825.9,0
L005711,INV01426,P0485,26,9810.32,255068.32,0
L005712,INV01426,P0031,2,4819.9,9639.8,5
L005713,INV01426,P0010,38,5331.22,202586.36,0
L005714,INV01427,P0379,20,244.84,4896.8,5
L005715,INV01427,P0088,43,364.07,15655.01,15
L005716,INV01427,P0106,28,5693.12,159407.36,5
L005717,INV01428,P0352,10,11327.53,113275.3,10
L005718,INV01429,P0255,46,92.63,4260.98,15
L005719,INV01429,P0400,39,9542.18,372145.02,0
L005720,INV01430,P0426,40,12768.06,510722.4,5
L005721,INV01430,P0162,11,7019.98,77219.78,10
L005722,INV01431,P0053,44,5153.08,226735.52,10
L005723,INV01431,P0310,16,13475.67,215610.72,10
L005724,INV01431,P0092,28,4993.95,139830.6,0
L005725,INV01432,P0422,44,4271.87,187962.28,5
L005726,INV01432,P0390,14,7391.16,103476.24,15
L005727,INV01432,P0336,24,4371.61,104918.64,10
L005728,INV01432,P0166,14,8122.74,113718.36,5
L005729,INV01432,P0333,13,1808.85,23515.05,0
L005730,INV01432,P0006,30,6358.08,190742.4,5
L005731,INV01433,P0078,17,1329.73,22605.41,5
L005732,INV01433,P0286,43,3324.76,142964.68,5
L005733,INV01434,P0416,25,4677.62,116940.5,10
L005734,INV01435,P0304,21,12678.27,266243.67,5
L005735,INV01435,P0222,25,9955.55,248888.75,0
L005736,INV01436,P0160,48,773.13,37110.24,0
L005737,INV01436,P0454,13,8864.75,115241.75,0
L005738,INV01436,P0236,34,267.8,9105.2,5
L005739,INV01436,P0109,17,3625.98,61641.66,0
L005740,INV01436,P0255,1,92.63,92.63,0
L005741,INV01436,P0334,17,4649.17,79035.89,0
L005742,INV01437,P0326,26,1363.0,35438.0,0
L005743,INV01438,P0043,40,6072.39,242895.6,0
L005744,INV01438,P0426,42,12768.06,536258.52,10
L005745,INV01438,P0346,14,4556.92,63796.88,0
L005746,INV01438,P0380,21,8326.54,174857.34,15
L005747,INV01438,P0361,44,6996.73,307856.12,10
L005748,INV01438,P0294,45,1630.43,73369.35,0
L005749,INV01439,P0105,17,10998.77,186979.09,10
L005750,INV01439,P0240,26,4139.1,107616.6,0
L005751,INV01439,P0012,18,4865.89,87586.02,10
L005752,INV01439,P0074,43,3347.03,143922.29,15
L005753,INV01439,P0372,43,8144.87,350229.41,5
L005754,INV01439,P0039,31,10411.45,322754.95,15
L005755,INV01440,P0311,23,9946.72,228774.56,0
L005756,INV01440,P0367,16,2631.78,42108.48,0
L005757,INV01440,P0373,40,6662.04,266481.6,0
L005758,INV01440,P0153,7,4792.78,33549.46,5
L005759,INV01440,P0375,22,5369.79,118135.38,20
L005760,INV01440,P0121,33,7086.34,233849.22,0
L005761,INV01441,P0181,11,12797.28,140770.08,0
L005762,INV01441,P0158,22,3027.18,66597.96,0
L005763,INV01441,P0073,38,9628.05,365865.9,0
L005764,INV01441,P0353,26,12249.27,318481.02,10
L005765,INV01441,P0393,23,5117.9,117711.7,0
L005766,INV01441,P0490,16,1237.47,19799.52,5
L005767,INV01442,P0145,13,1897.99,24673.87,5
L005768,INV01442,P0066,37,1461.32,54068.84,5
L005769,INV01442,P0094,3,3319.25,9957.75,5
L005770,INV01442,P0267,40,6647.69,265907.6,10
L005771,INV01442,P0496,32,10086.17,322757.44,20
L005772,INV01442,P0001,9,1401.7,12615.3,0
L005773,INV01442,P0380,12,8326.54,99918.48,0
L005774,INV01443,P0278,16,7791.22,124659.52,10
L005775,INV01443,P0190,11,11730.11,129031.21,0
L005776,INV01443,P0187,26,10180.03,264680.78,0
L005777,INV01444,P0301,47,7290.98,342676.06,5
L005778,INV01444,P0397,44,3247.0,142868.0,0
L005779,INV01444,P0292,12,3723.54,44682.48,5
L005780,INV01444,P0450,20,5978.01,119560.2,0
L005781,INV01445,P0149,18,7589.05,136602.9,5
L005782,INV01446,P0135,22,1628.38,35824.36,5
L005783,INV01446,P0227,4,5696.99,22787.96,5
L005784,INV01446,P0020,35,662.07,23172.45,0
L005785,INV01446,P0443,21,1248.86,26226.06,0
L005786,INV01446,P0223,22,1784.1,39250.2,15
L005787,INV01446,P0158,29,3027.18,87788.22,0
L005788,INV01447,P0142,6,2964.52,17787.12,0
L005789,INV01447,P0436,48,4224.56,202778.88,0
L005790,INV01447,P0254,44,247.38,10884.72,5
L005791,INV01447,P0408,43,10989.39,472543.77,15
L005792,INV01447,P0491,47,4887.27,229701.69,0
L005793,INV01447,P0291,31,5828.85,180694.35,0
L005794,INV01448,P0121,11,7086.34,77949.74,0
L005795,INV01448,P0081,34,7405.7,251793.8,0
L005796,INV01448,P0153,22,4792.78,105441.16,5
L005797,INV01448,P0091,38,6514.18,247538.84,5
L005798,INV01448,P0005,18,5435.81,97844.58,0
L005799,INV01448,P0396,44,5947.19,261676.36,10
L005800,INV01449,P0345,21,1734.41,36422.61,5
L005801,INV01449,P0393,24,5117.9,122829.6,0
L005802,INV01449,P0161,43,4048.14,174070.02,0
L005803,INV01449,P0093,21,2720.66,57133.86,20
L005804,INV01449,P0353,32,12249.27,391976.64,5
L005805,INV01449,P0324,17,342.9,5829.3,0
L005806,INV01449,P0403,4,960.85,3843.4,5
L005807,INV01450,P0029,20,923.73,18474.6,0
L005808,INV01450,P0034,12,7463.5,89562.0,5
L005809,INV01450,P0262,19,6123.84,116352.96,15
L005810,INV01450,P0013,17,12368.81,210269.77,0
L005811,INV01451,P0003,1,6923.39,6923.39,0
L005812,INV01452,P0106,39,5693.12,222031.68,0
L005813,INV01452,P0232,35,581.69,20359.15,5
L005814,INV01452,P0159,48,4567.36,219233.28,0
L005815,INV01452,P0125,45,6735.45,303095.25,0
L005816,INV01452,P0163,11,10324.17,113565.87,10
L005817,INV01453,P0377,18,1340.41,24127.38,10
L005818,INV01453,P0458,41,2892.16,118578.56,15
L005819,INV01454,P0426,6,12768.06,76608.36,15
L005820,INV01455,P0005,5,5435.81,27179.05,0
L005821,INV01455,P0329,34,762.98,25941.32,0
L005822,INV01455,P0469,43,1346.58,57902.94,20
L005823,INV01455,P0327,23,2664.14,61275.22,0
L005824,INV01455,P0367,6,2631.78,15790.68,10
L005825,INV01455,P0154,42,6770.83,284374.86,5
L005826,INV01455,P0495,49,2514.98,123234.02,0
L005827,INV01456,P0208,31,739.5,22924.5,5
L005828,INV01456,P0008,8,1765.47,14123.76,0
L005829,INV01456,P0261,19,12110.12,230092.28,0
L005830,INV01457,P0046,40,4051.5,162060.0,5
L005831,INV01457,P0222,5,9955.55,49777.75,5
L005832,INV01457,P0055,19,9101.54,172929.26,5
L005833,INV01458,P0127,28,3744.58,104848.24,0
L005834,INV01458,P0423,18,5317.21,95709.78,15
L005835,INV01458,P0324,48,342.9,16459.2,0
L005836,INV01458,P0064,48,1286.86,61769.28,5
L005837,INV01458,P0313,35,4218.21,147637.35,5
L005838,INV01458,P0178,30,540.79,16223.7,5
L005839,INV01459,P0321,32,8180.56,261777.92,5
L005840,INV01459,P0240,30,4139.1,124173.0,0
L005841,INV01459,P0059,30,861.56,25846.8,0
L005842,INV01459,P0325,8,9305.74,74445.92,10
L005843,INV01459,P0376,14,9946.66,139253.24,15
L005844,INV01459,P0068,22,765.53,16841.66,0
L005845,INV01459,P0263,13,3520.33,45764.29,0
L005846,INV01460,P0358,10,3556.78,35567.8,0
L005847,INV01460,P0331,23,1491.83,34312.09,10
L005848,INV01460,P0336,23,4371.61,100547.03,0
L005849,INV01460,P0353,37,12249.27,453222.99,5
L005850,INV01460,P0155,6,3500.99,21005.94,0
L005851,INV01461,P0375,42,5369.79,225531.18,0
L005852,INV01462,P0279,20,6826.46,136529.2,10
L005853,INV01462,P0309,2,225.77,451.54,0
L005854,INV01462,P0298,49,1999.73,97986.77,0
L005855,INV01462,P0112,10,3803.85,38038.5,5
L005856,INV01462,P0021,22,603.68,13280.96,0
L005857,INV01462,P0424,12,3412.11,40945.32,15
L005858,INV01462,P0009,49,1722.41,84398.09,5
L005859,INV01463,P0156,29,3700.33,107309.57,20
L005860,INV01464,P0279,41,6826.46,279884.86,0
L005861,INV01464,P0199,46,4479.11,206039.06,10
L005862,INV01464,P0463,9,126.67,1140.03,10
L005863,INV01464,P0158,44,3027.18,133195.92,0
L005864,INV01464,P0412,30,1244.31,37329.3,0
L005865,INV01464,P0307,35,9072.78,317547.3,5
L005866,INV01464,P0030,35,8415.18,294531.3,0
L005867,INV01465,P0176,42,2045.55,85913.1,15
L005868,INV01465,P0333,12,1808.85,21706.2,10
L005869,INV01465,P0308,43,5889.65,253254.95,0
L005870,INV01465,P0093,47,2720.66,127871.02,0
L005871,INV01465,P0295,42,4681.44,196620.48,5
L005872,INV01465,P0017,28,6460.26,180887.28,0
L005873,INV01465,P0305,5,1726.46,8632.3,0
L005874,INV01466,P0382,24,4908.24,117797.76,15
L005875,INV01466,P0404,10,1835.26,18352.6,0
L005876,INV01466,P0482,28,5009.63,140269.64,0
L005877,INV01466,P0024,39,8103.61,316040.79,0
L005878,INV01466,P0332,42,10514.33,441601.86,0
L005879,INV01466,P0100,17,1750.29,29754.93,0
L005880,INV01466,P0181,37,12797.28,473499.36,0
L005881,INV01467,P0374,47,3810.07,179073.29,10
L005882,INV01467,P0003,18,6923.39,124621.02,0
L005883,INV01467,P0476,17,5218.02,88706.34,0
L005884,INV01468,P0339,15,896.88,13453.2,15
L005885,INV01468,P0378,37,13559.25,501692.25,0
L005886,INV01468,P0288,41,10051.22,412100.02,0
