invoice_id,customer_id,invoice_date,due_date,subtotal,tax_amount,discount,total_amount,status,sales_rep,region,year,month,quarter,is_overdue,company_name,segment,country,city
INV00814,C0576,2024-10-11,2024-11-10,658580.09,52686.41,33341.17,677925.33,Paid,REP03,West,2024,10,4,0,Company_576,Non-profit,France,Houston
INV00815,C0195,2023-06-09,2023-07-09,666368.1,53309.45,94577.25,625100.3,Paid,REP15,West,2023,6,2,0,Company_195,Government,France,Philadelphia
INV00816,C0858,2023-09-15,2023-10-15,73643.76,5891.5,1098.83,78436.43,Paid,REP21,South,2023,9,3,0,Company_858,Government,France,Los Angeles
INV00817,C0990,2023-11-16,2023-12-16,376033.06,30082.64,14621.76,391493.94,Paid,REP20,South,2023,11,4,0,Company_990,SMB,USA,Berlin
INV00818,C0354,2024-01-20,2024-02-19,918947.81,73515.82,110898.11,881565.52,Paid,REP17,North,2024,1,1,0,Company_354,Government,Germany,Berlin
INV00819,C0545,2024-10-25,2024-11-24,1563940.36,125115.23,79040.45,1610015.14,Pending,REP11,West,2024,10,4,1,Company_545,Enterprise,USA,Chicago
INV00820,C0881,2023-09-07,2023-10-07,1162339.5,92987.16,104580.85,1150745.81,Pending,REP08,International,2023,9,3,1,Company_881,Government,Germany,London
INV00821,C0156,2023-01-22,2023-02-21,572458.3,45796.66,72418.36,545836.6,Paid,REP16,West,2023,1,1,0,Company_156,Enterprise,USA,Phoenix
INV00822,C0930,2022-09-20,2022-10-20,758819.83,60705.59,113551.72,705973.7,Paid,REP04,South,2022,9,3,0,Company_930,Non-profit,Canada,London
INV00823,C0951,2023-08-04,2023-09-03,49189.3,3935.14,1477.33,51647.11,Pending,REP07,West,2023,8,3,1,Company_951,Government,Canada,Berlin
INV00824,C0393,2023-06-13,2023-07-13,122697.2,9815.78,1623.92,130889.06,Paid,REP13,International,2023,6,2,0,Company_393,Non-profit,USA,Berlin
INV00825,C0017,2024-03-25,2024-04-24,771251.96,61700.16,76090.63,756861.49,Pending,REP01,East,2024,3,1,1,Company_17,Government,USA,New York
INV00826,C0142,2024-07-17,2024-08-16,117317.65,9385.41,14848.74,111854.32,Pending,REP08,South,2024,7,3,1,Company_142,Non-profit,USA,Chicago
INV00827,C0896,2024-04-02,2024-05-02,401280.28,32102.42,21103.01,412279.69,Overdue,REP19,West,2024,4,2,1,Company_896,Non-profit,Canada,Phoenix
INV00828,C0318,2022-04-08,2022-05-08,31239.5,2499.16,3655.98,30082.68,Paid,REP23,West,2022,4,2,0,Company_318,SMB,Germany,Dallas
INV00829,C0724,2022-02-10,2022-03-12,383618.68,30689.49,36066.07,378242.1,Paid,REP15,West,2022,2,1,0,Company_724,Government,USA,Phoenix
INV00830,C0693,2023-02-13,2023-03-15,49820.42,3985.63,2352.53,51453.52,Paid,REP02,North,2023,2,1,0,Company_693,Government,USA,New York
INV00831,C0823,2023-07-02,2023-08-01,1186424.86,94913.99,49655.47,1231683.38,Paid,REP23,South,2023,7,3,0,Company_823,SMB,USA,Los Angeles
INV00832,C0782,2023-01-01,2023-01-31,1108437.34,88674.99,100517.97,1096594.36,Paid,REP21,International,2023,1,1,0,Company_782,Enterprise,France,Phoenix
INV00833,C0176,2022-08-16,2022-09-15,477160.16,38172.81,11593.22,503739.75,Pending,REP08,South,2022,8,3,1,Company_176,SMB,USA,London
INV00834,C0439,2024-03-16,2024-04-15,907909.98,72632.8,50120.72,930422.06,Paid,REP01,International,2024,3,1,0,Company_439,Government,USA,London
INV00835,C0477,2024-02-22,2024-03-23,358165.25,28653.22,17620.74,369197.73,Paid,REP03,South,2024,2,1,0,Company_477,Government,Germany,Paris
INV00836,C0019,2022-04-20,2022-05-20,333746.98,26699.76,30940.89,329505.85,Paid,REP03,East,2022,4,2,0,Company_19,Enterprise,UK,Phoenix
INV00837,C0501,2022-12-22,2023-01-21,1166694.8,93335.58,62960.12,1197070.26,Pending,REP22,West,2022,12,4,1,Company_501,Government,USA,Houston
INV00838,C0481,2024-07-10,2024-08-09,326225.81,26098.06,2747.0,349576.87,Paid,REP05,North,2024,7,3,0,Company_481,Enterprise,UK,Houston
INV00839,C0403,2023-09-05,2023-10-05,541137.13,43290.97,50564.16,533863.94,Paid,REP17,West,2023,9,3,0,Company_403,Enterprise,USA,Philadelphia
INV00840,C0444,2023-01-09,2023-02-08,616109.04,49288.72,5415.38,659982.38,Cancelled,REP22,West,2023,1,1,0,Company_444,Startup,USA,Los Angeles
INV00841,C0292,2022-07-26,2022-08-25,71738.92,5739.11,2960.06,74517.97,Paid,REP22,International,2022,7,3,0,Company_292,Enterprise,USA,Berlin
INV00842,C0816,2024-01-07,2024-02-06,305597.7,24447.82,1959.81,328085.71,Paid,REP01,International,2024,1,1,0,Company_816,Government,USA,Philadelphia
INV00843,C0816,2022-03-09,2022-04-08,548025.35,43842.03,13123.22,578744.16,Paid,REP11,East,2022,3,1,0,Company_816,Government,USA,Philadelphia
INV00844,C0682,2022-07-19,2022-08-18,368001.55,29440.12,21487.43,375954.24,Overdue,REP24,North,2022,7,3,1,Company_682,Non-profit,USA,Dallas
INV00845,C0404,2023-09-10,2023-10-10,287189.24,22975.14,8129.16,302035.22,Overdue,REP04,East,2023,9,3,1,Company_404,Non-profit,USA,Dallas
INV00846,C0152,2024-09-08,2024-10-08,92970.7,7437.66,5907.05,94501.31,Paid,REP09,South,2024,9,3,0,Company_152,Enterprise,USA,Chicago
INV00847,C0908,2023-01-20,2023-02-19,18414.44,1473.16,1707.12,18180.48,Pending,REP17,South,2023,1,1,1,Company_908,Startup,USA,Houston
INV00848,C0145,2024-12-27,2025-01-26,78114.35,6249.15,2870.8,81492.7,Pending,REP14,International,2024,12,4,1,Company_145,Government,France,Los Angeles
INV00849,C0855,2023-06-23,2023-07-23,73578.31,5886.26,10840.95,68623.62,Paid,REP08,East,2023,6,2,0,Company_855,Government,USA,Chicago
INV00850,C0935,2022-02-02,2022-03-04,42124.84,3369.99,6167.68,39327.15,Paid,REP13,West,2022,2,1,0,Company_935,Non-profit,UK,Houston
INV00851,C0821,2023-12-03,2024-01-02,276914.92,22153.19,969.82,298098.29,Paid,REP08,South,2023,12,4,0,Company_821,Enterprise,UK,Paris
INV00852,C0367,2023-04-26,2023-05-26,1556801.59,124544.13,41305.75,1640039.97,Paid,REP22,North,2023,4,2,0,Company_367,Government,Germany,New York
INV00853,C0342,2024-08-11,2024-09-10,1084317.39,86745.39,78157.27,1092905.51,Paid,REP03,North,2024,8,3,0,Company_342,Government,USA,Los Angeles
INV00854,C0975,2022-07-10,2022-08-09,231266.05,18501.28,15123.04,234644.29,Paid,REP19,South,2022,7,3,0,Company_975,Government,USA,Dallas
INV00855,C0876,2022-08-07,2022-09-06,15254.34,1220.35,809.41,15665.28,Pending,REP07,South,2022,8,3,1,Company_876,Government,Germany,New York
INV00856,C0759,2024-12-26,2025-01-25,155212.04,12416.96,12101.38,155527.62,Paid,REP18,East,2024,12,4,0,Company_759,Non-profit,UK,Berlin
INV00857,C0241,2023-03-31,2023-04-30,829005.41,66320.43,16122.13,879203.71,Overdue,REP22,South,2023,3,1,1,Company_241,Startup,USA,London
INV00858,C0532,2024-09-10,2024-10-10,24540.64,1963.25,2391.47,24112.42,Paid,REP06,International,2024,9,3,0,Company_532,SMB,USA,Dallas
INV00859,C0301,2023-10-16,2023-11-15,172792.77,13823.42,7019.86,179596.33,Paid,REP22,East,2023,10,4,0,Company_301,Non-profit,France,Phoenix
INV00860,C0884,2023-05-01,2023-05-31,149037.82,11923.03,14784.69,146176.16,Paid,REP13,South,2023,5,2,0,Company_884,Startup,UK,Berlin
INV00861,C0599,2022-01-13,2022-02-12,1519646.49,121571.72,18119.9,1623098.31,Pending,REP08,West,2022,1,1,1,Company_599,Non-profit,USA,Chicago
INV00862,C0621,2023-09-29,2023-10-29,1135527.06,90842.16,58904.25,1167464.97,Paid,REP04,West,2023,9,3,0,Company_621,Non-profit,Canada,Los Angeles
INV00863,C0213,2024-04-15,2024-05-15,570533.93,45642.71,15424.41,600752.23,Paid,REP23,International,2024,4,2,0,Company_213,Startup,UK,Dallas
INV00864,C0881,2024-08-29,2024-09-28,333168.86,26653.51,45782.94,314039.43,Paid,REP15,International,2024,8,3,0,Company_881,Government,Germany,London
INV00865,C0072,2023-08-05,2023-09-04,389709.42,31176.75,53152.12,367734.05,Paid,REP07,South,2023,8,3,0,Company_72,Non-profit,Canada,Philadelphia
INV00866,C0844,2024-09-03,2024-10-03,772805.09,61824.41,4257.56,830371.94,Pending,REP18,North,2024,9,3,1,Company_844,Enterprise,UK,New York
INV00867,C0234,2022-01-16,2022-02-15,792693.08,63415.45,115523.82,740584.71,Paid,REP06,West,2022,1,1,0,Company_234,Government,USA,Philadelphia
INV00868,C0231,2024-03-14,2024-04-13,430568.36,34445.47,2916.56,462097.27,Paid,REP14,South,2024,3,1,0,Company_231,SMB,Canada,Dallas
INV00869,C0413,2022-07-28,2022-08-27,226484.4,18118.75,10066.17,234536.98,Paid,REP08,International,2022,7,3,0,Company_413,Non-profit,USA,Los Angeles
INV00870,C0754,2024-11-08,2024-12-08,788808.28,63104.66,14901.66,837011.28,Paid,REP10,International,2024,11,4,0,Company_754,Startup,USA,New York
INV00871,C0779,2023-10-17,2023-11-16,1269882.46,101590.6,113405.16,1258067.9,Paid,REP11,East,2023,10,4,0,Company_779,Startup,France,Dallas
INV00872,C0057,2023-10-06,2023-11-05,404552.95,32364.24,31691.26,405225.93,Paid,REP08,East,2023,10,4,0,Company_57,Government,Germany,Phoenix
INV00873,C0171,2022-02-27,2022-03-29,30563.32,2445.07,4214.52,28793.87,Pending,REP02,International,2022,2,1,1,Company_171,Enterprise,USA,New York
INV00874,C0783,2024-06-19,2024-07-19,967151.32,77372.11,108960.21,935563.22,Paid,REP15,West,2024,6,2,0,Company_783,Enterprise,USA,Phoenix
INV00875,C0798,2022-06-04,2022-07-04,590726.21,47258.1,29417.42,608566.89,Overdue,REP09,South,2022,6,2,1,Company_798,SMB,USA,London
INV00876,C0205,2022-02-12,2022-03-14,97063.87,7765.11,14005.91,90823.07,Paid,REP05,South,2022,2,1,0,Company_205,Government,USA,Philadelphia
INV00877,C0083,2024-07-17,2024-08-16,265255.37,21220.43,20912.53,265563.27,Paid,REP14,East,2024,7,3,0,Company_83,Non-profit,UK,London
INV00878,C0812,2024-07-03,2024-08-02,39897.9,3191.83,5952.69,37137.04,Cancelled,REP12,West,2024,7,3,0,Company_812,SMB,USA,Dallas
INV00879,C0821,2024-10-09,2024-11-08,445256.57,35620.53,45699.3,435177.8,Paid,REP15,West,2024,10,4,0,Company_821,Enterprise,UK,Paris
INV00880,C0857,2022-01-20,2022-02-19,244690.2,19575.22,24057.91,240207.51,Pending,REP11,North,2022,1,1,1,Company_857,Startup,USA,Los Angeles
INV00881,C0860,2023-12-27,2024-01-26,1443070.74,115445.66,189196.51,1369319.89,Pending,REP09,South,2023,12,4,1,Company_860,Startup,USA,Dallas
INV00882,C0655,2024-12-06,2025-01-05,370034.3,29602.74,22196.99,377440.05,Paid,REP02,North,2024,12,4,0,Company_655,Non-profit,USA,Philadelphia
INV00883,C0630,2022-03-25,2022-04-24,520237.2,41618.98,17166.04,544690.14,Paid,REP24,International,2022,3,1,0,Company_630,Government,UK,New York
INV00884,C0682,2023-09-06,2023-10-06,471774.56,37741.96,974.07,508542.45,Paid,REP13,International,2023,9,3,0,Company_682,Non-profit,USA,Dallas
INV00885,C0465,2022-07-19,2022-08-18,30519.2,2441.54,4129.74,28831.0,Paid,REP07,International,2022,7,3,0,Company_465,SMB,USA,Berlin
INV00886,C0721,2022-12-26,2023-01-25,182721.33,14617.71,21962.53,175376.51,Pending,REP07,International,2022,12,4,1,Company_721,Startup,UK,Paris
INV00887,C0527,2023-04-27,2023-05-27,681073.86,54485.91,29698.35,705861.42,Overdue,REP05,International,2023,4,2,1,Company_527,Non-profit,France,Los Angeles
INV00888,C0407,2022-06-11,2022-07-11,1123403.06,89872.24,64851.54,1148423.76,Paid,REP21,North,2022,6,2,0,Company_407,Enterprise,Canada,Chicago
INV00889,C0877,2024-02-07,2024-03-08,205527.85,16442.23,30702.98,191267.1,Paid,REP12,North,2024,2,1,0,Company_877,Enterprise,USA,Chicago
INV00890,C0194,2023-10-14,2023-11-13,164722.33,13177.79,4389.89,173510.23,Overdue,REP10,South,2023,10,4,1,Company_194,SMB,Germany,Berlin
INV00891,C0726,2023-05-31,2023-06-30,406780.75,32542.46,53475.92,385847.29,Paid,REP14,South,2023,5,2,0,Company_726,Enterprise,USA,Philadelphia
INV00892,C0915,2024-01-15,2024-02-14,251442.75,20115.42,25262.41,246295.76,Overdue,REP13,North,2024,1,1,1,Company_915,Government,France,Houston
INV00893,C0527,2023-12-04,2024-01-03,575529.57,46042.37,77133.8,544438.14,Paid,REP02,North,2023,12,4,0,Company_527,Non-profit,France,Los Angeles
INV00894,C0134,2022-05-02,2022-06-01,114972.3,9197.78,4170.65,119999.43,Paid,REP21,International,2022,5,2,0,Company_134,Non-profit,Germany,Dallas
INV00895,C0348,2024-12-10,2025-01-09,1268410.16,101472.81,60750.57,1309132.4,Paid,REP08,South,2024,12,4,0,Company_348,Enterprise,UK,New York
INV00896,C0487,2023-07-15,2023-08-14,195561.94,15644.96,29234.58,181972.32,Paid,REP02,International,2023,7,3,0,Company_487,Enterprise,USA,New York
INV00897,C0197,2022-04-19,2022-05-19,329374.72,26349.98,44008.97,311715.73,Overdue,REP03,West,2022,4,2,1,Company_197,Startup,USA,New York
INV00898,C0011,2022-03-06,2022-04-05,298508.75,23880.7,19446.17,302943.28,Paid,REP02,North,2022,3,1,0,Company_11,Government,UK,Philadelphia
INV00899,C0912,2023-02-10,2023-03-12,1228239.31,98259.14,95499.56,1230998.89,Pending,REP21,East,2023,2,1,1,Company_912,Startup,USA,Los Angeles
INV00900,C0287,2024-07-28,2024-08-27,507041.85,40563.35,70438.22,477166.98,Paid,REP03,East,2024,7,3,0,Company_287,Government,USA,Philadelphia
INV00901,C0379,2024-06-25,2024-07-25,98644.02,7891.52,10577.16,95958.38,Paid,REP07,International,2024,6,2,0,Company_379,SMB,UK,London
INV00902,C0644,2023-07-27,2023-08-26,783310.17,62664.81,84931.88,761043.1,Cancelled,REP05,South,2023,7,3,0,Company_644,Startup,USA,Dallas
INV00903,C0957,2022-09-17,2022-10-17,7726.4,618.11,771.64,7572.87,Paid,REP10,South,2022,9,3,0,Company_957,Non-profit,USA,London
INV00904,C0256,2023-09-09,2023-10-09,453546.28,36283.7,38913.72,450916.26,Pending,REP12,South,2023,9,3,1,Company_256,Startup,USA,Berlin
INV00905,C0840,2022-10-02,2022-11-01,733195.46,58655.64,39439.8,752411.3,Overdue,REP04,West,2022,10,4,1,Company_840,Startup,USA,Los Angeles
INV00906,C0335,2023-11-30,2023-12-30,434230.52,34738.44,59828.87,409140.09,Paid,REP09,West,2023,11,4,0,Company_335,Government,USA,Los Angeles
INV00907,C0200,2023-08-05,2023-09-04,738581.79,59086.54,65234.3,732434.03,Paid,REP02,North,2023,8,3,0,Company_200,Government,France,Philadelphia
INV00908,C0603,2023-11-27,2023-12-27,240242.78,19219.42,34290.38,225171.82,Paid,REP18,West,2023,11,4,0,Company_603,Non-profit,UK,Berlin
INV00909,C1000,2024-01-08,2024-02-07,4939.76,395.18,291.02,5043.92,Cancelled,REP12,East,2024,1,1,0,Company_1000,Startup,UK,Philadelphia
INV00910,C0243,2022-01-10,2022-02-09,1155290.44,92423.24,54136.46,1193577.22,Paid,REP04,International,2022,1,1,0,Company_243,Enterprise,USA,Paris
INV00911,C0550,2024-06-29,2024-07-29,674576.65,53966.13,41507.21,687035.57,Pending,REP04,International,2024,6,2,1,Company_550,SMB,Canada,Paris
INV00912,C0759,2023-05-12,2023-06-11,1620684.93,129654.79,95439.56,1654900.16,Paid,REP16,West,2023,5,2,0,Company_759,Non-profit,UK,Berlin
INV00913,C0142,2024-09-18,2024-10-18,753563.07,60285.05,55791.26,758056.86,Paid,REP15,International,2024,9,3,0,Company_142,Non-profit,USA,Chicago
INV00914,C0596,2024-05-23,2024-06-22,273839.68,21907.17,19046.09,276700.76,Pending,REP17,North,2024,5,2,1,Company_596,Non-profit,USA,Berlin
INV00915,C0576,2024-08-26,2024-09-25,467806.18,37424.49,63059.55,442171.12,Pending,REP25,East,2024,8,3,1,Company_576,Non-profit,France,Houston
INV00916,C0289,2024-01-19,2024-02-18,488329.36,39066.35,23476.68,503919.03,Paid,REP02,International,2024,1,1,0,Company_289,Startup,Germany,London
INV00917,C0021,2023-02-03,2023-03-05,227772.03,18221.76,31669.67,214324.12,Paid,REP25,South,2023,2,1,0,Company_21,SMB,UK,Houston
INV00918,C0002,2023-11-18,2023-12-18,492097.86,39367.83,13794.54,517671.15,Paid,REP16,West,2023,11,4,0,Company_2,Non-profit,Germany,Houston
INV00919,C0008,2024-10-15,2024-11-14,991285.6,79302.85,36823.8,1033764.65,Pending,REP09,North,2024,10,4,1,Company_8,Startup,Canada,New York
INV00920,C0229,2022-03-10,2022-04-09,1036722.01,82937.76,105810.28,1013849.49,Paid,REP14,East,2022,3,1,0,Company_229,Startup,Germany,Houston
INV00921,C0898,2022-02-22,2022-03-24,225581.78,18046.54,26212.94,217415.38,Overdue,REP16,International,2022,2,1,1,Company_898,Enterprise,USA,Dallas
INV00922,C0315,2024-08-02,2024-09-01,530590.97,42447.28,47771.13,525267.12,Paid,REP14,International,2024,8,3,0,Company_315,SMB,France,Chicago
INV00923,C0965,2023-07-17,2023-08-16,90782.68,7262.61,9600.06,88445.23,Paid,REP25,East,2023,7,3,0,Company_965,Startup,UK,Chicago
INV00924,C0529,2022-03-07,2022-04-06,287374.06,22989.92,13460.85,296903.13,Paid,REP18,East,2022,3,1,0,Company_529,Non-profit,Germany,New York
INV00925,C0525,2024-04-10,2024-05-10,564150.63,45132.05,81495.2,527787.48,Paid,REP16,International,2024,4,2,0,Company_525,Non-profit,USA,Paris
INV00926,C0012,2022-03-24,2022-04-23,917566.71,73405.34,7734.39,983237.66,Overdue,REP08,West,2022,3,1,1,Company_12,Startup,UK,Chicago
INV00927,C0900,2024-06-12,2024-07-12,157325.28,12586.02,6651.55,163259.75,Cancelled,REP03,West,2024,6,2,0,Company_900,Startup,USA,Los Angeles
INV00928,C0432,2024-08-05,2024-09-04,442779.1,35422.33,55677.23,422524.2,Cancelled,REP13,South,2024,8,3,0,Company_432,Enterprise,UK,Los Angeles
INV00929,C0319,2022-10-05,2022-11-04,949934.7,75994.78,2872.8,1023056.68,Paid,REP12,West,2022,10,4,0,Company_319,SMB,Germany,New York
INV00930,C0588,2023-09-09,2023-10-09,433983.19,34718.66,49430.05,419271.8,Paid,REP23,North,2023,9,3,0,Company_588,Enterprise,USA,London
INV00931,C0405,2023-10-24,2023-11-23,205080.39,16406.43,13637.44,207849.38,Paid,REP22,South,2023,10,4,0,Company_405,Government,USA,New York
INV00932,C0388,2022-02-14,2022-03-16,1070367.73,85629.42,32455.04,1123542.11,Pending,REP23,East,2022,2,1,1,Company_388,SMB,USA,Philadelphia
INV00933,C0943,2022-02-03,2022-03-05,83643.75,6691.5,4012.84,86322.41,Paid,REP02,East,2022,2,1,0,Company_943,Startup,Canada,Paris
INV00934,C0992,2022-07-09,2022-08-08,1043029.88,83442.39,7080.87,1119391.4,Paid,REP13,South,2022,7,3,0,Company_992,Startup,Germany,Berlin
INV00935,C0854,2024-10-20,2024-11-19,5193.47,415.48,152.46,5456.49,Paid,REP04,International,2024,10,4,0,Company_854,SMB,USA,Philadelphia
INV00936,C0711,2023-08-11,2023-09-10,151633.37,12130.67,3267.26,160496.78,Overdue,REP08,International,2023,8,3,1,Company_711,Non-profit,USA,Chicago
INV00937,C0528,2024-08-04,2024-09-03,297062.44,23765.0,28503.03,292324.41,Paid,REP11,East,2024,8,3,0,Company_528,Enterprise,USA,Houston
INV00938,C0834,2023-06-28,2023-07-28,500650.19,40052.02,15687.2,525015.01,Paid,REP23,South,2023,6,2,0,Company_834,Enterprise,USA,New York
INV00939,C0559,2023-06-08,2023-07-08,50867.36,4069.39,4944.93,49991.82,Paid,REP19,North,2023,6,2,0,Company_559,Enterprise,USA,Berlin
INV00940,C0193,2024-11-02,2024-12-02,326854.26,26148.34,33253.34,319749.26,Overdue,REP25,West,2024,11,4,1,Company_193,Government,USA,Houston
INV00941,C0281,2024-03-08,2024-04-07,169758.34,13580.67,24918.73,158420.28,Paid,REP20,East,2024,3,1,0,Company_281,SMB,UK,Chicago
INV00942,C0039,2024-11-13,2024-12-13,572425.52,45794.04,59701.82,558517.74,Paid,REP23,West,2024,11,4,0,Company_39,Enterprise,USA,Berlin
INV00943,C0953,2024-11-18,2024-12-18,239983.35,19198.67,27872.87,231309.15,Paid,REP20,North,2024,11,4,0,Company_953,Government,France,London
INV00944,C0385,2023-05-13,2023-06-12,571304.66,45704.37,83405.61,533603.42,Overdue,REP12,East,2023,5,2,1,Company_385,Non-profit,UK,Houston
INV00945,C0252,2023-01-30,2023-03-01,1024227.71,81938.22,151909.15,954256.78,Paid,REP01,South,2023,1,1,0,Company_252,Government,USA,Paris
INV00946,C0274,2024-10-31,2024-11-30,455338.62,36427.09,3508.0,488257.71,Paid,REP15,International,2024,10,4,0,Company_274,Government,USA,New York
INV00947,C0920,2024-11-23,2024-12-23,1334508.72,106760.7,18004.63,1423264.79,Paid,REP19,South,2024,11,4,0,Company_920,Government,UK,Los Angeles
INV00948,C0684,2022-09-04,2022-10-04,719740.25,57579.22,8597.69,768721.78,Overdue,REP04,West,2022,9,3,1,Company_684,SMB,Germany,Phoenix
INV00949,C0024,2023-04-10,2023-05-10,795428.74,63634.3,21433.98,837629.06,Paid,REP02,International,2023,4,2,0,Company_24,Enterprise,UK,Berlin
INV00950,C0445,2022-09-20,2022-10-20,485688.1,38855.05,36996.32,487546.83,Pending,REP06,North,2022,9,3,1,Company_445,Non-profit,USA,Philadelphia
INV00951,C0139,2022-04-05,2022-05-05,1059308.96,84744.72,36574.96,1107478.72,Overdue,REP17,South,2022,4,2,1,Company_139,SMB,UK,New York
INV00952,C0691,2023-09-29,2023-10-29,328677.6,26294.21,29872.15,325099.66,Paid,REP24,North,2023,9,3,0,Company_691,Non-profit,USA,London
INV00953,C0549,2024-05-03,2024-06-02,423329.68,33866.37,17712.24,439483.81,Overdue,REP19,North,2024,5,2,1,Company_549,Enterprise,USA,New York
INV00954,C0095,2023-02-19,2023-03-21,8950.98,716.08,672.37,8994.69,Paid,REP06,West,2023,2,1,0,Company_95,Enterprise,Canada,Houston
INV00955,C0019,2022-06-09,2022-07-09,982087.34,78566.99,51381.42,1009272.91,Pending,REP12,North,2022,6,2,1,Company_19,Enterprise,UK,Phoenix
INV00956,C0137,2024-11-19,2024-12-19,427062.69,34165.02,36422.39,424805.32,Paid,REP01,South,2024,11,4,0,Company_137,Government,UK,Paris
INV00957,C0787,2024-06-12,2024-07-12,95622.12,7649.77,12538.5,90733.39,Paid,REP04,International,2024,6,2,0,Company_787,SMB,USA,Chicago
INV00958,C0708,2024-05-08,2024-06-07,305727.42,24458.19,36229.93,293955.68,Paid,REP18,International,2024,5,2,0,Company_708,Startup,USA,Chicago
INV00959,C0151,2023-01-19,2023-02-18,943888.28,75511.06,25326.23,994073.11,Paid,REP11,North,2023,1,1,0,Company_151,Enterprise,UK,Los Angeles
INV00960,C0235,2024-10-23,2024-11-22,483062.96,38645.04,30204.04,491503.96,Pending,REP05,West,2024,10,4,1,Company_235,Enterprise,USA,Los Angeles
INV00961,C0093,2024-02-12,2024-03-13,347773.32,27821.87,47924.08,327671.11,Paid,REP16,South,2024,2,1,0,Company_93,Startup,Canada,Philadelphia
INV00962,C0515,2023-01-12,2023-02-11,618757.41,49500.59,37682.86,630575.14,Pending,REP12,South,2023,1,1,1,Company_515,Government,USA,Los Angeles
INV00963,C0780,2022-04-14,2022-05-14,386530.66,30922.45,27167.0,390286.11,Pending,REP25,South,2022,4,2,1,Company_780,Enterprise,USA,Chicago
INV00964,C0980,2024-10-24,2024-11-23,366347.44,29307.8,14378.17,381277.07,Paid,REP04,East,2024,10,4,0,Company_980,Startup,USA,Los Angeles
INV00965,C0146,2022-01-17,2022-02-16,124579.7,9966.38,14602.63,119943.45,Paid,REP05,South,2022,1,1,0,Company_146,Government,Germany,Los Angeles
INV00966,C0624,2023-05-01,2023-05-31,2942.74,235.42,389.1,2789.06,Overdue,REP08,East,2023,5,2,1,Company_624,Government,France,Paris
INV00967,C0357,2024-12-08,2025-01-07,523073.15,41845.85,15709.14,549209.86,Paid,REP02,International,2024,12,4,0,Company_357,Government,France,Phoenix
INV00968,C0110,2024-03-27,2024-04-26,616611.9,49328.95,77429.26,588511.59,Paid,REP16,West,2024,3,1,0,Company_110,Startup,USA,London
INV00969,C0316,2023-08-13,2023-09-12,441931.02,35354.48,1676.56,475608.94,Paid,REP12,West,2023,8,3,0,Company_316,SMB,France,Los Angeles
INV00970,C0842,2024-04-20,2024-05-20,1050090.13,84007.21,28187.11,1105910.23,Paid,REP16,West,2024,4,2,0,Company_842,Non-profit,USA,Philadelphia
INV00971,C0618,2024-04-27,2024-05-27,550237.31,44018.98,40940.53,553315.76,Paid,REP21,South,2024,4,2,0,Company_618,SMB,Canada,Paris
INV00972,C0548,2023-05-23,2023-06-22,73402.96,5872.24,7790.23,71484.97,Overdue,REP24,International,2023,5,2,1,Company_548,SMB,USA,Chicago
INV00973,C0915,2023-09-22,2023-10-22,226394.8,18111.58,26364.83,218141.55,Pending,REP19,East,2023,9,3,1,Company_915,Government,France,Houston
INV00974,C0655,2022-01-07,2022-02-06,37006.37,2960.51,4018.82,35948.06,Paid,REP10,North,2022,1,1,0,Company_655,Non-profit,USA,Philadelphia
INV00975,C0791,2024-11-19,2024-12-19,1436165.56,114893.24,99037.57,1452021.23,Paid,REP20,International,2024,11,4,0,Company_791,Startup,USA,Los Angeles
INV00976,C0270,2024-05-10,2024-06-09,435384.27,34830.74,33657.88,436557.13,Paid,REP02,East,2024,5,2,0,Company_270,Government,Canada,Philadelphia
INV00977,C0276,2023-01-05,2023-02-04,277233.49,22178.68,16984.22,282427.95,Paid,REP14,North,2023,1,1,0,Company_276,Startup,Germany,Paris
INV00978,C0465,2023-06-17,2023-07-17,149795.42,11983.63,3284.0,158495.05,Pending,REP14,International,2023,6,2,1,Company_465,SMB,USA,Berlin
INV00979,C0293,2024-02-13,2024-03-14,137869.04,11029.52,11864.97,137033.59,Paid,REP23,South,2024,2,1,0,Company_293,Enterprise,USA,Paris
INV00980,C0668,2024-12-18,2025-01-17,132538.79,10603.1,7539.07,135602.82,Overdue,REP12,North,2024,12,4,1,Company_668,Enterprise,USA,Los Angeles
INV00981,C0719,2023-07-11,2023-08-10,375167.15,30013.37,49463.26,355717.26,Paid,REP24,South,2023,7,3,0,Company_719,SMB,USA,Houston
INV00982,C0915,2022-04-05,2022-05-05,547526.77,43802.14,60882.27,530446.64,Pending,REP23,North,2022,4,2,1,Company_915,Government,France,Houston
INV00983,C0105,2022-06-05,2022-07-05,189925.15,15194.01,16792.18,188326.98,Paid,REP21,West,2022,6,2,0,Company_105,Enterprise,France,New York
INV00984,C0570,2023-09-27,2023-10-27,344300.58,27544.05,14201.94,357642.69,Paid,REP21,West,2023,9,3,0,Company_570,Startup,Germany,Chicago
INV00985,C0877,2024-02-29,2024-03-30,23905.48,1912.44,2629.7,23188.22,Pending,REP04,West,2024,2,1,1,Company_877,Enterprise,USA,Chicago
INV00986,C0252,2023-03-06,2023-04-05,576309.76,46104.78,84839.45,537575.09,Pending,REP15,East,2023,3,1,1,Company_252,Government,USA,Paris
INV00987,C0742,2023-11-06,2023-12-06,534380.68,42750.45,3067.14,574063.99,Overdue,REP22,South,2023,11,4,1,Company_742,Non-profit,Germany,Phoenix
