customer_id,age,gender,city_tier,loyalty_years,preferred_category,churned
CUST00606,40,M,1,0.45,Electronics,1
CUST00607,54,F,2,2.24,Books,0
CUST00608,41,F,2,1.08,Electronics,0
CUST00609,47,F,3,1.82,Books,1
CUST00610,31,M,1,1.03,Electronics,1
CUST00611,19,M,2,0.48,Electronics,1
CUST00612,62,M,1,0.07,Toys,0
CUST00613,21,F,2,4.22,Sports,0
CUST00614,62,F,1,5.92,Automotive,0
CUST00615,33,M,2,1.61,Toys,0
CUST00616,26,M,1,0.56,Home & Garden,0
CUST00617,54,M,2,0.42,Electronics,1
CUST00618,29,F,2,1.79,Food & Beverage,0
CUST00619,39,F,3,1.6,Electronics,1
CUST00620,32,F,2,0.3,Clothing,0
CUST00621,18,F,1,10.16,Clothing,0
CUST00622,23,M,3,1.13,Books,0
CUST00623,70,M,2,3.3,Food & Beverage,1
CUST00624,18,F,2,4.88,Groceries,0
CUST00625,56,M,1,0.77,Food & Beverage,1
CUST00626,48,F,1,0.38,Toys,0
CUST00627,18,M,3,11.2,Groceries,0
CUST00628,55,M,1,6.4,Beauty,1
CUST00629,45,M,2,3.95,Books,0
CUST00630,29,F,1,3.92,Books,0
CUST00631,18,M,1,0.02,Toys,1
CUST00632,73,F,1,9.84,Sports,1
CUST00633,37,F,2,4.36,Automotive,1
CUST00634,34,F,2,5.87,Books,1
CUST00635,23,M,3,2.4,Electronics,0
CUST00636,33,M,1,1.87,Home & Garden,0
CUST00637,44,M,3,2.65,Food & Beverage,1
CUST00638,30,F,2,7.64,Groceries,0
CUST00639,68,M,3,0.71,Sports,1
CUST00640,65,F,2,4.64,Groceries,0
CUST00641,18,F,2,4.49,Sports,0
CUST00642,74,M,2,0.0,Toys,1
CUST00643,31,F,3,2.14,Clothing,0
CUST00644,42,F,1,1.67,Toys,1
CUST00645,20,M,2,0.21,Books,0
CUST00646,36,M,1,0.51,Toys,0
CUST00647,64,M,3,0.85,Sports,0
CUST00648,42,M,3,2.01,Home & Garden,1
CUST00649,63,M,2,2.84,Electronics,0
CUST00650,22,M,3,0.22,Toys,1
CUST00651,73,M,3,1.3,Automotive,0
CUST00652,60,M,1,4.0,Toys,0
CUST00653,60,F,3,0.51,Home & Garden,1
CUST00654,43,F,2,0.09,Beauty,0
CUST00655,24,F,3,8.43,Beauty,0
CUST00656,26,F,1,3.16,Automotive,0
CUST00657,40,F,2,4.03,Toys,0
CUST00658,58,M,1,3.6,Toys,0
CUST00659,73,M,2,2.91,Beauty,0
CUST00660,21,M,1,2.85,Home & Garden,1
CUST00661,25,M,2,3.58,Books,0
CUST00662,56,F,1,0.59,Sports,0
CUST00663,48,F,2,0.43,Home & Garden,1
CUST00664,74,F,1,1.98,Electronics,0
CUST00665,37,F,2,6.03,Food & Beverage,1
CUST00666,45,M,2,3.21,Home & Garden,1
CUST00667,59,M,1,0.35,Clothing,0
CUST00668,51,M,3,0.56,Sports,0
CUST00669,56,M,2,2.51,Clothing,0
CUST00670,73,M,1,1.22,Books,0
CUST00671,69,M,2,3.22,Food & Beverage,0
CUST00672,45,F,1,0.19,Electronics,0
CUST00673,53,M,1,10.24,Sports,0
CUST00674,42,F,3,0.71,Electronics,0
CUST00675,18,F,2,3.8,Clothing,0
CUST00676,31,F,3,4.39,Clothing,0
CUST00677,71,F,1,0.03,Groceries,1
CUST00678,40,M,1,1.51,Electronics,0
CUST00679,59,F,3,13.81,Beauty,0
CUST00680,50,F,3,3.54,Home & Garden,0
CUST00681,48,F,3,5.59,Sports,0
CUST00682,35,F,2,5.12,Toys,0
CUST00683,52,M,2,1.93,Sports,0
CUST00684,45,F,3,2.7,Food & Beverage,1
CUST00685,43,F,1,0.17,Books,1
CUST00686,39,M,2,2.06,Toys,1
CUST00687,20,M,2,8.28,Beauty,0
CUST00688,73,M,2,1.07,Toys,0
CUST00689,73,M,1,3.48,Beauty,0
CUST00690,43,M,2,5.25,Electronics,0
CUST00691,22,M,1,6.9,Toys,0
CUST00692,30,M,2,6.59,Clothing,1
CUST00693,23,M,3,2.26,Beauty,0
CUST00694,50,M,2,3.17,Home & Garden,1
CUST00695,65,F,1,2.43,Sports,1
CUST00696,23,M,2,0.67,Food & Beverage,0
CUST00697,27,F,1,0.51,Clothing,0
CUST00698,19,F,3,0.75,Sports,0
CUST00699,68,F,1,6.23,Electronics,0
CUST00700,44,F,1,0.06,Clothing,0
CUST00701,49,F,2,1.67,Books,0
CUST00702,67,M,1,0.36,Books,0
CUST00703,64,F,1,4.91,Home & Garden,1
CUST00704,61,M,1,0.47,Automotive,1
CUST00705,44,M,2,2.62,Clothing,1
CUST00706,71,M,3,2.9,Automotive,0
CUST00707,20,M,3,1.79,Groceries,0
CUST00708,55,F,2,0.93,Sports,1
CUST00709,34,M,2,1.19,Beauty,0
CUST00710,30,F,3,0.72,Toys,0
CUST00711,34,F,2,5.74,Clothing,0
CUST00712,59,M,2,1.4,Beauty,0
CUST00713,70,F,3,1.59,Food & Beverage,1
CUST00714,53,M,2,2.2,Sports,0
CUST00715,40,F,2,2.4,Books,0
CUST00716,37,F,3,0.74,Sports,0
CUST00717,46,M,1,5.0,Electronics,1
CUST00718,54,M,3,4.86,Automotive,1
CUST00719,72,M,3,1.99,Home & Garden,0
CUST00720,32,M,2,2.43,Food & Beverage,0
CUST00721,40,M,1,5.1,Electronics,1
CUST00722,62,M,3,4.21,Books,0
CUST00723,74,M,2,8.01,Toys,1
CUST00724,37,M,2,0.26,Clothing,1
CUST00725,61,M,1,6.32,Automotive,0
CUST00726,19,M,3,2.28,Beauty,1
CUST00727,51,F,3,1.87,Food & Beverage,1
CUST00728,31,F,1,6.01,Toys,1
CUST00729,64,M,3,2.62,Home & Garden,1
CUST00730,19,F,1,1.83,Sports,0
CUST00731,23,M,3,15.04,Electronics,0
CUST00732,29,M,3,1.62,Beauty,0
CUST00733,30,M,2,3.29,Sports,0
CUST00734,69,F,2,4.96,Groceries,0
CUST00735,62,M,3,3.66,Beauty,1
CUST00736,65,F,3,4.22,Beauty,0
CUST00737,41,F,2,0.55,Sports,1
CUST00738,42,M,2,1.13,Sports,0
CUST00739,67,F,2,0.97,Home & Garden,1
CUST00740,53,F,2,2.15,Groceries,0
CUST00741,33,F,3,1.14,Toys,0
CUST00742,30,F,1,1.33,Food & Beverage,0
CUST00743,30,M,2,0.26,Groceries,0
CUST00744,67,F,3,0.79,Electronics,0
CUST00745,26,F,3,0.59,Groceries,1
CUST00746,23,F,2,4.2,Food & Beverage,0
CUST00747,18,F,2,2.79,Automotive,0
CUST00748,53,M,3,0.43,Automotive,1
CUST00749,42,M,2,3.44,Automotive,1
CUST00750,34,M,1,3.29,Clothing,0
CUST00751,45,M,3,2.3,Home & Garden,0
CUST00752,48,F,1,5.05,Food & Beverage,0
CUST00753,70,M,2,4.91,Books,0
CUST00754,57,M,1,4.51,Beauty,0
CUST00755,39,M,1,6.23,Groceries,0
CUST00756,57,F,2,5.43,Automotive,0
CUST00757,65,M,2,13.01,Groceries,0
CUST00758,54,F,1,0.62,Clothing,1
CUST00759,31,M,1,2.64,Toys,0
CUST00760,69,F,1,4.35,Toys,0
CUST00761,49,M,1,2.13,Clothing,1
CUST00762,27,F,3,0.34,Automotive,1
CUST00763,74,M,3,1.37,Home & Garden,0
CUST00764,24,F,2,5.61,Clothing,0
CUST00765,38,F,3,0.46,Sports,0
CUST00766,60,F,2,6.29,Sports,1
CUST00767,20,M,2,12.58,Books,0
CUST00768,28,M,2,0.35,Electronics,1
CUST00769,66,F,2,0.25,Electronics,1
CUST00770,22,F,2,0.07,Toys,1
CUST00771,71,M,3,6.26,Sports,1
CUST00772,72,F,1,2.65,Beauty,0
CUST00773,73,F,1,5.05,Toys,0
CUST00774,64,F,3,1.25,Automotive,0
CUST00775,67,F,2,1.07,Groceries,1
CUST00776,45,M,2,0.02,Food & Beverage,1
CUST00777,68,F,2,3.76,Toys,1
CUST00778,41,F,1,8.29,Sports,0
CUST00779,43,M,3,11.52,Books,1
CUST00780,56,F,3,2.32,Toys,0
CUST00781,53,M,1,1.46,Home & Garden,0
CUST00782,27,M,3,3.56,Books,0
CUST00783,31,M,3,9.63,Food & Beverage,1
CUST00784,36,M,3,2.25,Automotive,1
CUST00785,24,M,3,0.22,Groceries,1
CUST00786,19,F,3,9.95,Groceries,1
CUST00787,41,F,2,1.76,Books,0
CUST00788,34,M,3,1.83,Sports,0
CUST00789,54,M,2,2.65,Food & Beverage,1
CUST00790,71,F,3,0.22,Home & Garden,0
CUST00791,57,F,3,4.63,Food & Beverage,0
CUST00792,27,M,3,13.19,Beauty,0
CUST00793,48,M,2,6.83,Food & Beverage,0
CUST00794,42,F,2,0.39,Groceries,1
CUST00795,70,F,3,3.03,Sports,1
CUST00796,45,M,2,3.64,Food & Beverage,0
CUST00797,38,F,2,2.15,Home & Garden,0
CUST00798,48,M,2,0.14,Toys,1
CUST00799,70,M,2,9.47,Food & Beverage,0
CUST00800,43,M,1,12.25,Sports,0
CUST00801,72,M,2,1.0,Automotive,1
CUST00802,25,F,3,12.51,Sports,0
CUST00803,72,F,3,0.01,Groceries,0
CUST00804,21,F,1,3.66,Books,0
CUST00805,52,M,1,0.15,Sports,0
CUST00806,43,F,1,3.09,Groceries,0
CUST00807,63,F,2,5.92,Home & Garden,1
CUST00808,49,F,3,6.3,Food & Beverage,1
CUST00809,44,M,2,3.02,Beauty,0
CUST00810,74,F,2,1.08,Beauty,0
CUST00811,45,F,1,0.55,Groceries,1
CUST00812,50,M,1,5.6,Books,0
CUST00813,71,F,1,4.72,Food & Beverage,0
CUST00814,71,M,1,2.95,Clothing,0
CUST00815,26,M,2,6.18,Food & Beverage,1
CUST00816,58,M,3,16.9,Electronics,0
CUST00817,39,F,3,0.57,Electronics,0
CUST00818,23,M,2,10.34,Electronics,1
CUST00819,69,M,2,4.34,Books,0
CUST00820,61,F,2,0.27,Home & Garden,1
CUST00821,51,F,3,1.89,Books,0
CUST00822,51,M,1,4.34,Home & Garden,1
CUST00823,19,M,3,1.23,Food & Beverage,1
CUST00824,73,F,3,1.35,Home & Garden,1
CUST00825,52,F,1,0.92,Home & Garden,1
CUST00826,57,F,3,3.9,Clothing,1
CUST00827,40,F,3,0.19,Home & Garden,0
CUST00828,27,F,1,1.72,Sports,0
CUST00829,65,M,1,0.4,Sports,0
CUST00830,56,M,1,6.49,Groceries,0
CUST00831,33,F,2,4.5,Clothing,1
CUST00832,19,M,3,2.52,Clothing,0
CUST00833,69,M,2,1.5,Clothing,0
CUST00834,53,M,2,6.76,Automotive,1
CUST00835,74,M,2,0.35,Food & Beverage,0
CUST00836,28,F,1,4.56,Food & Beverage,0
CUST00837,53,M,2,9.01,Food & Beverage,1
CUST00838,57,M,1,0.28,Beauty,1
CUST00839,56,M,3,5.52,Food & Beverage,1
CUST00840,70,F,1,1.51,Beauty,1
CUST00841,30,F,3,3.22,Home & Garden,0
CUST00842,67,M,2,11.07,Clothing,1
CUST00843,72,F,2,0.11,Toys,0
CUST00844,74,F,2,2.56,Toys,1
CUST00845,65,F,3,1.94,Home & Garden,1
CUST00846,35,M,3,2.6,Books,0
CUST00847,18,F,2,0.22,Groceries,0
CUST00848,72,M,3,0.79,Beauty,1
CUST00849,21,F,1,1.16,Books,0
CUST00850,63,M,1,0.41,Books,0
CUST00851,45,F,3,3.44,Home & Garden,0
CUST00852,37,M,3,0.52,Clothing,0
CUST00853,28,M,2,0.38,Clothing,0
CUST00854,54,M,3,2.13,Groceries,0
CUST00855,33,F,2,2.42,Toys,1
CUST00856,30,F,2,1.69,Automotive,0
CUST00857,49,F,2,1.03,Electronics,0
CUST00858,54,M,3,0.3,Clothing,1
CUST00859,40,F,2,8.02,Electronics,0
CUST00860,65,M,3,0.51,Sports,1
CUST00861,41,F,3,1.27,Groceries,0
CUST00862,30,M,2,0.35,Electronics,0
CUST00863,55,F,3,0.69,Home & Garden,0
CUST00864,43,M,3,0.23,Groceries,0
CUST00865,48,M,3,4.81,Sports,0
CUST00866,66,F,2,1.1,Toys,0
CUST00867,38,M,2,1.37,Groceries,0
CUST00868,31,F,3,0.74,Food & Beverage,0
CUST00869,52,M,1,2.2,Electronics,0
CUST00870,68,F,3,8.22,Toys,0
CUST00871,52,F,3,1.18,Beauty,0
CUST00872,31,M,3,1.06,Sports,0
CUST00873,63,M,3,0.83,Electronics,1
CUST00874,60,F,1,2.39,Toys,0
CUST00875,37,M,2,0.74,Electronics,0
CUST00876,74,M,3,3.09,Books,1
CUST00877,26,F,3,2.64,Groceries,0
CUST00878,47,M,2,1.7,Toys,0
CUST00879,57,M,3,0.37,Food & Beverage,0
CUST00880,45,F,2,8.68,Electronics,1
CUST00881,37,M,2,2.13,Sports,0
CUST00882,66,F,2,5.28,Electronics,0
CUST00883,19,M,3,0.99,Beauty,0
CUST00884,31,F,1,3.96,Sports,1
CUST00885,58,F,2,4.03,Food & Beverage,0
CUST00886,40,M,2,0.71,Food & Beverage,0
CUST00887,73,F,1,8.92,Food & Beverage,1
CUST00888,67,F,3,1.11,Automotive,0
CUST00889,57,M,1,6.7,Groceries,1
CUST00890,48,F,3,0.92,Automotive,0
CUST00891,29,M,1,0.52,Beauty,1
CUST00892,20,F,1,0.45,Books,0
CUST00893,20,F,3,2.68,Clothing,1
CUST00894,42,F,1,9.96,Clothing,0
CUST00895,25,F,3,0.97,Automotive,0
CUST00896,26,F,2,0.24,Sports,0
CUST00897,46,F,1,12.67,Clothing,0
CUST00898,24,F,3,1.18,Groceries,1
CUST00899,48,F,1,1.53,Home & Garden,0
CUST00900,71,F,1,2.64,Automotive,1
CUST00901,67,F,2,3.22,Groceries,0
CUST00902,47,F,2,0.37,Toys,1
CUST00903,59,M,3,2.45,Toys,0
CUST00904,36,F,2,0.2,Books,0
CUST00905,60,M,3,4.41,Toys,1
CUST00906,22,M,3,1.31,Electronics,0
CUST00907,53,F,2,2.51,Sports,0
CUST00908,42,F,2,1.78,Groceries,0
CUST00909,39,M,2,6.37,Groceries,0
CUST00910,51,F,2,1.21,Beauty,0
CUST00911,38,F,1,9.29,Electronics,0
CUST00912,67,F,1,4.28,Clothing,0
CUST00913,20,M,2,2.6,Groceries,0
CUST00914,57,F,1,5.79,Sports,0
CUST00915,22,F,2,1.77,Sports,0
CUST00916,48,F,2,1.71,Sports,1
CUST00917,31,F,1,1.48,Groceries,0
CUST00918,30,M,2,13.0,Sports,0
CUST00919,31,F,2,3.98,Electronics,0
CUST00920,67,F,2,3.64,Toys,1
CUST00921,24,M,2,4.59,Electronics,0
CUST00922,68,M,1,3.97,Groceries,1
CUST00923,26,F,2,3.31,Food & Beverage,0
CUST00924,38,F,3,3.43,Home & Garden,0
CUST00925,72,F,3,4.06,Books,0
CUST00926,66,F,2,2.34,Electronics,0
CUST00927,73,M,3,2.7,Books,1
CUST00928,60,M,2,1.94,Groceries,1
CUST00929,25,M,2,0.9,Beauty,0
CUST00930,69,M,3,3.24,Groceries,1
CUST00931,73,F,3,1.4,Food & Beverage,0
CUST00932,55,M,1,0.99,Sports,0
CUST00933,64,F,1,3.13,Automotive,1
CUST00934,40,M,2,2.29,Electronics,1
CUST00935,19,F,3,2.51,Automotive,1
CUST00936,65,F,3,1.33,Food & Beverage,1
CUST00937,49,F,3,0.41,Toys,1
CUST00938,56,F,3,4.99,Food & Beverage,0
CUST00939,69,F,2,4.55,Food & Beverage,0
CUST00940,50,M,3,1.92,Home & Garden,0
CUST00941,65,F,1,0.55,Home & Garden,0
CUST00942,50,M,3,5.53,Home & Garden,0
CUST00943,73,F,1,7.9,Toys,0
CUST00944,34,M,2,10.84,Clothing,0
CUST00945,71,M,2,0.9,Food & Beverage,1
CUST00946,34,M,3,3.02,Electronics,0
CUST00947,50,F,2,2.21,Home & Garden,0
CUST00948,66,F,2,4.34,Books,1
CUST00949,59,F,3,3.8,Sports,0
CUST00950,36,M,1,0.09,Beauty,0
CUST00951,28,M,3,9.8,Clothing,1
CUST00952,35,F,2,0.44,Food & Beverage,0
CUST00953,48,F,1,3.61,Food & Beverage,0
CUST00954,51,M,3,3.52,Food & Beverage,0
CUST00955,18,M,1,1.14,Electronics,0
CUST00956,52,M,1,4.11,Sports,0
CUST00957,68,M,3,1.48,Electronics,0
CUST00958,40,F,2,6.89,Books,0
CUST00959,49,M,2,7.48,Automotive,0
CUST00960,57,F,1,7.68,Home & Garden,0
CUST00961,25,F,3,5.5,Sports,1
CUST00962,37,M,1,1.34,Food & Beverage,0
CUST00963,68,F,3,1.43,Automotive,0
CUST00964,39,F,1,0.91,Home & Garden,0
CUST00965,36,F,1,5.59,Automotive,1
CUST00966,57,F,2,9.65,Home & Garden,1
CUST00967,25,F,3,4.61,Groceries,0
CUST00968,61,M,2,6.72,Home & Garden,0
CUST00969,69,F,2,5.2,Sports,0
CUST00970,50,M,1,8.3,Automotive,1
CUST00971,71,M,3,3.66,Beauty,1
CUST00972,72,F,1,0.7,Clothing,1
CUST00973,25,F,3,6.3,Sports,1
CUST00974,67,F,1,0.07,Beauty,0
CUST00975,31,M,3,3.57,Clothing,1
CUST00976,55,M,3,1.94,Groceries,0
CUST00977,35,F,2,2.12,Electronics,0
CUST00978,37,M,2,3.51,Beauty,0
CUST00979,55,F,2,0.32,Clothing,0
CUST00980,51,F,2,0.32,Toys,0
CUST00981,60,F,1,5.91,Electronics,0
CUST00982,37,M,2,1.78,Food & Beverage,0
CUST00983,38,F,1,0.42,Automotive,0
CUST00984,46,F,3,2.23,Groceries,0
CUST00985,35,M,2,0.84,Groceries,1
CUST00986,47,M,3,0.47,Food & Beverage,0
CUST00987,35,M,2,1.29,Automotive,0
CUST00988,49,M,3,3.98,Books,1
CUST00989,66,M,1,2.0,Automotive,1
CUST00990,19,F,3,0.51,Books,0
CUST00991,44,F,3,2.71,Food & Beverage,0
CUST00992,71,F,3,1.49,Automotive,0
CUST00993,42,M,2,2.42,Electronics,1
CUST00994,23,F,2,2.28,Clothing,0
CUST00995,70,F,2,4.53,Clothing,0
CUST00996,25,F,2,1.48,Books,0
CUST00997,57,M,1,2.53,Beauty,1
CUST00998,26,M,3,2.79,Groceries,0
CUST00999,73,M,2,1.46,Books,0
CUST01000,71,F,2,9.0,Groceries,1
CUST01001,53,M,2,5.0,Clothing,1
CUST01002,19,M,3,0.56,Books,0
CUST01003,69,M,2,2.41,Sports,0
CUST01004,34,F,1,7.8,Electronics,1
CUST01005,19,F,1,6.8,Electronics,0
CUST01006,29,F,1,11.78,Sports,0
CUST01007,48,M,1,0.01,Toys,1
CUST01008,74,M,1,0.62,Automotive,0
CUST01009,37,M,2,1.5,Electronics,0
CUST01010,69,F,2,12.84,Sports,0
CUST01011,64,M,1,7.53,Sports,0
CUST01012,50,F,3,1.58,Books,1
CUST01013,60,M,2,4.64,Automotive,0
CUST01014,40,M,2,4.41,Food & Beverage,0
CUST01015,31,M,2,7.1,Food & Beverage,1
CUST01016,19,F,3,7.72,Books,0
CUST01017,41,M,3,3.31,Clothing,0
CUST01018,54,F,3,3.58,Clothing,0
CUST01019,71,M,1,7.16,Books,1
CUST01020,23,F,1,3.37,Books,0
CUST01021,34,F,1,1.48,Toys,0
CUST01022,42,M,2,0.88,Electronics,0
CUST01023,31,F,3,0.87,Sports,1
CUST01024,59,M,3,12.43,Clothing,1
CUST01025,52,F,2,0.14,Food & Beverage,1
CUST01026,22,F,2,1.76,Electronics,0
CUST01027,40,F,1,2.02,Sports,0
CUST01028,66,F,1,15.91,Toys,1
CUST01029,67,M,2,8.88,Beauty,1
CUST01030,54,F,2,0.95,Books,0
CUST01031,58,M,1,3.67,Automotive,0
CUST01032,38,M,2,2.71,Sports,0
CUST01033,36,F,3,3.4,Beauty,0
CUST01034,53,F,2,2.73,Clothing,0
CUST01035,70,F,3,3.97,Sports,0
CUST01036,53,F,1,9.29,Food & Beverage,0
CUST01037,54,F,1,1.99,Electronics,0
CUST01038,65,F,3,3.67,Groceries,0
CUST01039,49,F,1,6.81,Food & Beverage,0
CUST01040,32,F,2,0.61,Home & Garden,1
CUST01041,66,M,3,5.03,Automotive,0
CUST01042,56,M,2,1.58,Toys,0
CUST01043,54,F,2,2.61,Books,0
CUST01044,57,F,2,5.0,Food & Beverage,0
CUST01045,73,F,2,4.77,Groceries,0
CUST01046,44,F,1,2.08,Beauty,0
CUST01047,59,M,2,0.12,Electronics,0
CUST01048,38,M,2,2.75,Beauty,0
CUST01049,24,M,3,0.69,Food & Beverage,1
CUST01050,39,F,1,4.5,Home & Garden,0
CUST01051,60,F,1,8.04,Food & Beverage,1
CUST01052,27,F,3,4.28,Automotive,1
CUST01053,53,M,3,12.95,Automotive,0
CUST01054,40,M,2,2.2,Home & Garden,1
CUST01055,28,M,2,4.33,Toys,0
CUST01056,30,M,1,0.12,Books,0
CUST01057,63,F,3,0.4,Automotive,1
CUST01058,27,M,1,0.14,Food & Beverage,0
CUST01059,31,M,3,2.48,Food & Beverage,0
CUST01060,21,M,3,9.51,Home & Garden,0
CUST01061,55,F,3,4.43,Beauty,0
CUST01062,29,F,2,1.27,Groceries,0
CUST01063,74,M,3,0.73,Food & Beverage,1
CUST01064,57,M,2,2.3,Electronics,0
CUST01065,28,F,1,1.67,Automotive,0
CUST01066,22,M,1,4.84,Groceries,0
CUST01067,26,F,1,7.94,Sports,1
CUST01068,33,M,1,3.35,Toys,0
CUST01069,31,M,2,5.96,Beauty,0
CUST01070,31,F,2,3.88,Food & Beverage,0
CUST01071,41,F,3,2.52,Toys,0
CUST01072,27,F,1,1.69,Food & Beverage,0
CUST01073,64,F,2,1.48,Clothing,0
CUST01074,45,F,1,0.8,Food & Beverage,0
CUST01075,57,F,3,5.61,Clothing,0
CUST01076,56,M,3,1.27,Beauty,0
CUST01077,31,F,1,4.11,Beauty,0
CUST01078,25,F,2,0.7,Beauty,0
CUST01079,72,M,1,4.76,Automotive,0
CUST01080,25,F,3,4.97,Clothing,1
CUST01081,59,F,2,1.31,Sports,0
CUST01082,27,F,2,1.01,Groceries,0
CUST01083,72,F,1,1.83,Beauty,1
CUST01084,73,F,2,14.35,Beauty,1
CUST01085,65,M,2,7.97,Toys,1
CUST01086,19,M,1,0.79,Sports,0
CUST01087,34,M,2,0.14,Automotive,0
CUST01088,35,F,2,11.88,Automotive,0
CUST01089,43,F,2,0.38,Beauty,0
CUST01090,23,M,2,0.47,Food & Beverage,0
CUST01091,34,M,3,0.31,Sports,0
CUST01092,54,F,3,2.6,Sports,0
CUST01093,27,F,2,0.39,Clothing,0
CUST01094,42,M,3,0.49,Sports,0
CUST01095,59,M,2,4.31,Electronics,0
CUST01096,71,M,2,4.03,Toys,1
CUST01097,55,F,3,2.81,Beauty,0
CUST01098,30,F,2,6.7,Beauty,0
CUST01099,71,M,1,1.48,Beauty,0
CUST01100,64,M,2,1.16,Food & Beverage,0
CUST01101,52,F,3,2.43,Clothing,1
CUST01102,52,M,1,12.89,Groceries,1
CUST01103,20,M,1,1.68,Books,1
CUST01104,59,M,1,1.24,Automotive,0
CUST01105,67,F,2,1.27,Sports,0
CUST01106,48,F,2,2.07,Home & Garden,0
CUST01107,68,M,2,1.08,Books,0
CUST01108,53,F,1,8.98,Food & Beverage,0
CUST01109,62,M,2,10.03,Home & Garden,0
CUST01110,21,F,2,2.83,Food & Beverage,0
CUST01111,64,F,3,2.47,Groceries,0
CUST01112,25,M,1,2.47,Toys,0
CUST01113,30,M,1,1.05,Electronics,1
CUST01114,71,F,1,7.62,Electronics,0
CUST01115,37,M,1,6.54,Books,0
CUST01116,70,F,3,0.66,Books,0
CUST01117,56,M,2,0.71,Automotive,1
CUST01118,68,F,2,0.25,Beauty,1
CUST01119,69,F,2,6.17,Electronics,1
CUST01120,43,F,3,1.37,Sports,0
CUST01121,18,M,3,1.26,Home & Garden,0
CUST01122,72,M,1,12.72,Sports,0
CUST01123,43,M,2,9.85,Clothing,1
CUST01124,49,M,1,0.41,Beauty,0
CUST01125,47,F,3,4.37,Toys,0
CUST01126,50,M,3,0.87,Home & Garden,1
CUST01127,29,M,2,1.2,Beauty,0
CUST01128,40,M,1,1.72,Home & Garden,0
CUST01129,65,M,3,1.67,Clothing,1
CUST01130,46,F,1,0.92,Electronics,0
CUST01131,72,F,3,5.55,Beauty,0
CUST01132,45,F,3,2.57,Automotive,0
CUST01133,62,F,3,3.77,Automotive,0
CUST01134,67,F,2,0.79,Beauty,1
CUST01135,45,M,3,5.02,Electronics,0
CUST01136,39,M,1,2.69,Beauty,0
CUST01137,67,M,1,18.67,Automotive,0
CUST01138,45,M,1,3.73,Groceries,0
CUST01139,58,M,3,0.3,Groceries,1
CUST01140,45,M,3,2.71,Food & Beverage,0
CUST01141,55,F,2,6.64,Electronics,0
CUST01142,63,M,3,0.28,Groceries,1
CUST01143,69,F,1,0.37,Toys,1
CUST01144,22,M,2,4.89,Sports,1
CUST01145,70,M,2,0.39,Groceries,1
CUST01146,57,F,1,1.26,Automotive,0
CUST01147,68,F,3,7.98,Food & Beverage,0
CUST01148,21,F,3,1.91,Sports,0
CUST01149,49,F,2,1.88,Clothing,0
CUST01150,57,M,1,0.12,Home & Garden,0
CUST01151,49,M,1,0.94,Books,1
CUST01152,31,M,1,2.54,Home & Garden,0
CUST01153,28,M,2,3.78,Beauty,0
CUST01154,53,F,2,1.35,Home & Garden,0
CUST01155,52,F,2,3.88,Electronics,0
CUST01156,42,F,2,0.63,Clothing,1
CUST01157,19,F,2,8.26,Electronics,0
CUST01158,20,F,1,0.49,Automotive,1
CUST01159,42,F,1,1.7,Food & Beverage,0
CUST01160,49,M,1,1.25,Food & Beverage,0
CUST01161,50,F,3,1.32,Electronics,0
CUST01162,26,M,2,2.58,Books,0
CUST01163,61,M,2,1.44,Beauty,0
CUST01164,63,F,2,3.57,Groceries,1
CUST01165,50,M,1,0.17,Books,1
CUST01166,60,M,3,2.3,Toys,0
CUST01167,34,M,2,1.64,Clothing,0
CUST01168,54,F,3,10.65,Clothing,0
CUST01169,35,M,2,3.36,Home & Garden,1
CUST01170,31,F,2,2.39,Groceries,0
CUST01171,60,F,2,4.44,Books,0
CUST01172,52,F,3,7.49,Groceries,0
CUST01173,31,M,3,0.93,Electronics,1
CUST01174,69,F,1,0.7,Books,0
CUST01175,39,F,2,3.18,Sports,0
CUST01176,37,M,3,5.15,Automotive,1
CUST01177,33,F,2,2.1,Sports,0
CUST01178,32,F,3,0.76,Automotive,1
CUST01179,57,F,3,0.33,Electronics,1
CUST01180,70,F,1,1.01,Food & Beverage,1
CUST01181,37,F,1,1.44,Toys,1
CUST01182,51,F,2,2.76,Groceries,0
CUST01183,44,F,2,1.06,Toys,0
CUST01184,69,F,2,3.07,Books,0
CUST01185,32,M,2,0.36,Sports,1
CUST01186,48,F,1,8.68,Books,0
CUST01187,21,M,3,0.96,Electronics,1
CUST01188,21,M,2,0.58,Books,0
CUST01189,36,M,3,1.77,Beauty,0
CUST01190,67,F,2,0.31,Automotive,1
CUST01191,42,F,2,4.68,Beauty,0
CUST01192,66,F,2,0.42,Automotive,1
CUST01193,57,M,3,2.98,Toys,1
CUST01194,26,F,2,5.33,Groceries,0
CUST01195,43,F,1,4.86,Beauty,0
CUST01196,42,F,2,7.26,Beauty,0
CUST01197,51,F,2,2.49,Home & Garden,0
CUST01198,63,M,3,1.15,Electronics,0
CUST01199,27,F,3,3.28,Toys,1
CUST01200,20,M,3,0.05,Automotive,0
CUST01201,23,F,3,0.91,Automotive,0
CUST01202,66,F,2,1.5,Automotive,1
CUST01203,37,M,1,7.17,Automotive,0
CUST01204,34,F,2,1.63,Beauty,0
CUST01205,50,F,2,1.16,Sports,1
CUST01206,51,F,3,1.81,Home & Garden,1
CUST01207,42,F,1,1.35,Food & Beverage,0
CUST01208,67,F,3,0.94,Beauty,0
CUST01209,57,M,2,0.0,Books,1
