customer_id,recency,frequency,monetary,avg_order_value,total_items,discount_rate,unique_categories,R_score,F_score,M_score,RFM_score,segment
CUST01382,47,8,3674.19,459.27375,31,0.125,5,4,2,4,10,Recent Customers
CUST01383,186,17,1699.8899999999999,99.9935294117647,94,0.35294117647058826,8,2,3,3,8,Potential Loyalists
CUST01384,326,94,10554.36,112.2804255319149,457,0.24468085106382978,10,1,5,5,11,At Risk
CUST01385,159,2,130.74,65.37,15,0.0,2,2,1,1,4,Lost Customers
CUST01386,92,54,5592.58,103.5662962962963,269,0.2777777777777778,10,3,4,4,11,Loyal Customers
CUST01387,196,11,937.99,85.27181818181818,66,0.18181818181818182,8,2,3,2,7,Potential Loyalists
CUST01388,88,18,1756.91,97.60611111111112,67,0.2222222222222222,8,3,3,3,9,Loyal Customers
CUST01389,298,1,10.34,10.34,8,0.0,1,1,1,1,3,Lost Customers
CUST01390,74,13,2758.35,212.18076923076922,83,0.23076923076923078,4,3,3,4,10,Loyal Customers
CUST01391,48,33,8466.460000000001,256.55939393939394,156,0.3333333333333333,8,4,4,5,13,Champions
CUST01392,26,89,8191.34,92.03752808988764,467,0.2696629213483146,10,5,5,5,15,Champions
CUST01393,100,28,3853.22,137.61499999999998,138,0.17857142857142858,10,3,4,4,11,Loyal Customers
CUST01394,216,8,960.45,120.05625,40,0.5,6,2,2,2,6,Lost Customers
CUST01395,75,27,2113.34,78.27185185185186,110,0.2222222222222222,9,3,4,3,10,Loyal Customers
CUST01396,61,52,5240.31,100.77519230769232,259,0.2692307692307692,10,4,4,4,12,Champions
CUST01397,520,13,2521.08,193.92923076923077,55,0.6923076923076923,6,1,3,4,8,Potential Loyalists
CUST01398,70,42,4793.28,114.12571428571428,213,0.2857142857142857,10,4,4,4,12,Champions
CUST01399,34,1,85.59,85.59,9,0.0,1,5,1,1,7,Recent Customers
CUST01400,82,1,11.53,11.53,4,0.0,1,3,1,1,5,Potential Loyalists
CUST01401,17,47,2969.67,63.18446808510638,212,0.2553191489361702,10,5,4,4,13,Champions
CUST01402,257,5,346.02,69.204,24,0.8,4,1,2,2,5,Lost Customers
CUST01403,35,53,4143.7,78.18301886792453,253,0.18867924528301888,10,5,4,4,13,Champions
CUST01404,29,59,5924.21,100.41033898305085,329,0.3220338983050847,9,5,5,5,15,Champions
CUST01405,10,21,1891.98,90.09428571428572,94,0.19047619047619047,9,5,3,3,11,Loyal Customers
CUST01406,56,195,19061.32,97.75035897435897,961,0.3384615384615385,10,4,5,5,14,Champions
CUST01407,169,3,185.97,61.99,14,1.0,2,2,1,1,4,Lost Customers
CUST01408,74,17,1445.87,85.05117647058823,78,0.29411764705882354,7,3,3,3,9,Loyal Customers
CUST01409,325,8,638.43,79.80375,33,0.375,4,1,2,2,5,Lost Customers
CUST01410,65,32,3753.23,117.2884375,161,0.375,8,4,4,4,12,Champions
CUST01411,106,1,98.38,98.38,9,1.0,1,2,1,1,4,Lost Customers
CUST01412,139,37,4954.29,133.89972972972973,162,0.43243243243243246,10,2,4,4,10,At Risk
CUST01413,79,8,650.98,81.3725,42,0.5,4,3,2,2,7,Potential Loyalists
CUST01414,61,42,4026.77,95.87547619047619,206,0.2857142857142857,10,4,4,4,12,Champions
CUST01415,287,1,29.48,29.48,7,0.0,1,1,1,1,3,Lost Customers
CUST01416,242,1,187.06,187.06,9,0.0,1,1,1,1,3,Lost Customers
CUST01417,134,55,5770.57,104.91945454545454,294,0.23636363636363636,10,2,4,4,10,At Risk
CUST01418,139,1,94.67,94.67,2,0.0,1,2,1,1,4,Lost Customers
CUST01419,90,29,8541.34,294.5289655172414,147,0.2413793103448276,10,3,4,5,12,Loyal Customers
CUST01420,355,4,209.14999999999998,52.287499999999994,26,0.25,3,1,2,1,4,Lost Customers
CUST01421,377,2,553.74,276.87,9,0.5,2,1,1,2,4,Lost Customers
CUST01422,18,1,53.46,53.46,6,0.0,1,5,1,1,7,Recent Customers
CUST01423,251,11,1125.1100000000001,102.28272727272729,62,0.2727272727272727,4,1,3,3,7,Potential Loyalists
CUST01424,64,148,16180.69,109.32898648648649,789,0.3581081081081081,10,4,5,5,14,Champions
CUST01425,41,59,3735.65,63.316101694915254,322,0.288135593220339,10,5,5,4,14,Champions
CUST01426,15,131,13762.31,105.05580152671756,664,0.3053435114503817,10,5,5,5,15,Champions
CUST01427,194,4,239.63,59.9075,25,0.25,2,2,2,1,5,Lost Customers
CUST01428,110,40,3802.11,95.05275,223,0.35,10,2,4,4,10,At Risk
CUST01429,407,6,678.5899999999999,113.09833333333331,31,0.3333333333333333,2,1,2,2,5,Lost Customers
CUST01430,293,3,147.72,49.24,19,0.3333333333333333,2,1,1,1,3,Lost Customers
CUST01431,409,32,2491.2999999999997,77.85312499999999,164,0.28125,9,1,4,4,9,At Risk
CUST01432,391,13,880.33,67.71769230769232,54,0.23076923076923078,9,1,3,2,6,Potential Loyalists
CUST01433,83,104,9133.03,87.81759615384615,540,0.25961538461538464,10,3,5,5,13,Loyal Customers
CUST01434,45,86,8688.97,101.03453488372092,455,0.3372093023255814,10,4,5,5,14,Champions
CUST01435,20,1,15.37,15.37,1,0.0,1,5,1,1,7,Recent Customers
CUST01436,19,118,14263.65,120.87838983050847,625,0.2711864406779661,10,5,5,5,15,Champions
CUST01437,53,92,26925.39,292.66728260869564,457,0.31521739130434784,10,4,5,5,14,Champions
CUST01438,84,13,866.54,66.65692307692308,60,0.46153846153846156,7,3,3,2,8,Loyal Customers
CUST01439,27,1,163.42,163.42,5,0.0,1,5,1,1,7,Recent Customers
CUST01440,79,33,3306.3199999999997,100.19151515151515,168,0.09090909090909091,8,3,4,4,11,Loyal Customers
CUST01441,198,31,2789.06,89.96967741935484,168,0.3870967741935484,9,2,4,4,10,At Risk
CUST01442,459,10,950.82,95.08200000000001,54,0.1,4,1,2,2,5,Lost Customers
CUST01443,258,60,14746.75,245.77916666666667,339,0.3,10,1,5,5,11,At Risk
CUST01444,221,35,2899.0,82.82857142857142,164,0.34285714285714286,10,2,4,4,10,At Risk
CUST01445,89,60,13333.23,222.2205,289,0.3333333333333333,10,3,5,5,13,Loyal Customers
CUST01446,84,10,1087.2,108.72,55,0.5,7,3,2,3,8,Potential Loyalists
CUST01447,104,3,398.32,132.77333333333334,23,0.6666666666666666,3,2,1,2,5,Lost Customers
CUST01448,42,200,20992.68,104.96340000000001,1036,0.3,10,5,5,5,15,Champions
CUST01449,90,70,7479.86,106.85514285714285,366,0.37142857142857144,10,3,5,5,13,Loyal Customers
CUST01450,99,55,5156.54,93.75527272727273,245,0.2909090909090909,10,3,4,4,11,Loyal Customers
CUST01451,337,3,336.26,112.08666666666666,24,0.3333333333333333,3,1,1,2,4,Lost Customers
CUST01452,54,174,18747.06,107.74172413793104,851,0.3390804597701149,10,4,5,5,14,Champions
CUST01453,44,200,21427.98,107.1399,1027,0.35,10,4,5,5,14,Champions
CUST01454,29,43,2882.96,67.04558139534883,206,0.2558139534883721,9,5,4,4,13,Champions
CUST01455,114,14,862.44,61.60285714285715,60,0.35714285714285715,6,2,3,2,7,Potential Loyalists
CUST01456,225,2,94.3,47.15,10,0.0,1,1,1,1,3,Lost Customers
CUST01457,136,10,3430.14,343.014,58,0.1,4,2,2,4,8,Lost Customers
CUST01458,368,43,4553.35,105.89186046511628,235,0.18604651162790697,10,1,4,4,9,At Risk
CUST01459,98,35,3108.45,88.81285714285714,168,0.37142857142857144,9,3,4,4,11,Loyal Customers
CUST01460,61,57,6020.71,105.62649122807018,279,0.3157894736842105,10,4,5,5,14,Champions
CUST01461,15,12,1478.81,123.23416666666667,60,0.16666666666666666,7,5,3,3,11,Loyal Customers
CUST01462,255,13,3062.69,235.59153846153848,60,0.15384615384615385,7,1,3,4,8,Potential Loyalists
CUST01463,91,155,15621.17,100.78174193548386,757,0.32903225806451614,10,3,5,5,13,Loyal Customers
CUST01464,87,131,12085.37,92.25473282442749,620,0.31297709923664124,10,3,5,5,13,Loyal Customers
CUST01465,40,134,14792.22,110.38970149253731,654,0.3358208955223881,10,5,5,5,15,Champions
CUST01466,748,3,99.86,33.28666666666667,16,0.0,3,1,1,1,3,Lost Customers
CUST01467,95,20,1541.57,77.07849999999999,97,0.45,6,3,3,3,9,Loyal Customers
CUST01468,222,1,57.19,57.19,8,0.0,1,2,1,1,4,Lost Customers
CUST01469,37,61,5978.42,98.00688524590164,333,0.3770491803278688,10,5,5,5,15,Champions
CUST01470,182,14,1360.53,97.18071428571429,63,0.2857142857142857,7,2,3,3,8,Potential Loyalists
CUST01471,312,2,230.68,115.34,5,1.0,2,1,1,1,3,Lost Customers
CUST01472,192,2,309.43,154.715,8,0.5,2,2,1,2,5,Lost Customers
CUST01473,535,6,332.59,55.431666666666665,35,0.16666666666666666,4,1,2,2,5,Lost Customers
CUST01474,81,121,7037.28,58.1593388429752,593,0.3305785123966942,10,3,5,5,13,Loyal Customers
CUST01475,100,20,1916.1799999999998,95.809,96,0.15,9,3,3,3,9,Loyal Customers
CUST01476,154,3,224.77999999999997,74.92666666666666,19,0.6666666666666666,3,2,1,1,4,Lost Customers
CUST01477,341,36,4693.17,130.36583333333334,182,0.4444444444444444,9,1,4,4,9,At Risk
CUST01478,66,26,6965.3099999999995,267.89653846153846,134,0.11538461538461539,9,4,4,5,13,Champions
CUST01479,48,1,8.88,8.88,7,0.0,1,4,1,1,6,Recent Customers
CUST01480,35,14,1000.4200000000001,71.45857142857143,80,0.5,6,5,3,3,11,Loyal Customers
CUST01481,40,115,30341.47,263.8388695652174,552,0.24347826086956523,10,5,5,5,15,Champions
CUST01482,183,18,1578.62,87.7011111111111,92,0.5,7,2,3,3,8,Potential Loyalists
CUST01483,29,111,11058.1,99.62252252252253,599,0.2882882882882883,10,5,5,5,15,Champions
CUST01484,82,5,382.63,76.526,32,0.4,2,3,2,2,7,Potential Loyalists
CUST01485,428,3,516.28,172.09333333333333,11,0.0,2,1,1,2,4,Lost Customers
CUST01486,30,66,6617.65,100.26742424242424,350,0.24242424242424243,10,5,5,5,15,Champions
CUST01487,122,7,751.53,107.36142857142856,43,0.14285714285714285,3,2,2,2,6,Lost Customers
CUST01488,85,193,19387.03,100.45093264248705,924,0.3316062176165803,10,3,5,5,13,Loyal Customers
CUST01489,86,10,1146.42,114.64200000000001,46,0.3,6,3,2,3,8,Potential Loyalists
CUST01490,176,10,545.59,54.559000000000005,35,0.3,6,2,2,2,6,Lost Customers
CUST01491,53,65,5407.26,83.18861538461539,309,0.26153846153846155,10,4,5,4,13,Champions
CUST01492,425,2,91.14999999999999,45.574999999999996,12,0.5,2,1,1,1,3,Lost Customers
CUST01493,75,30,2708.71,90.29033333333334,161,0.3,8,3,4,4,11,Loyal Customers
CUST01494,59,34,3599.39,105.86441176470588,211,0.3235294117647059,8,4,4,4,12,Champions
CUST01495,88,25,1834.76,73.3904,131,0.24,8,3,4,3,10,Loyal Customers
CUST01496,52,200,51077.93,255.38965,1003,0.385,10,4,5,5,14,Champions
CUST01497,222,4,142.75,35.6875,26,0.5,3,2,2,1,5,Lost Customers
CUST01498,29,40,4258.7699999999995,106.46924999999999,175,0.2,10,5,4,4,13,Champions
CUST01499,3,1,49.49,49.49,5,0.0,1,5,1,1,7,Recent Customers
CUST01500,58,67,6046.47,90.24582089552239,334,0.31343283582089554,10,4,5,5,14,Champions
CUST01501,58,20,920.62,46.031,85,0.25,6,4,3,2,9,Loyal Customers
CUST01502,399,43,4173.8,97.06511627906977,243,0.32558139534883723,10,1,4,4,9,At Risk
CUST01503,246,15,1273.43,84.89533333333334,67,0.4,6,1,3,3,7,Potential Loyalists
CUST01504,26,147,16916.92,115.08108843537414,723,0.29931972789115646,10,5,5,5,15,Champions
CUST01505,59,53,5291.09,99.83188679245283,280,0.16981132075471697,10,4,4,4,12,Champions
CUST01506,64,26,9457.22,363.73923076923074,119,0.23076923076923078,8,4,4,5,13,Champions
CUST01507,116,38,4619.4,121.56315789473683,193,0.21052631578947367,9,2,4,4,10,At Risk
CUST01508,251,59,5490.04,93.05152542372882,296,0.288135593220339,10,1,5,4,10,At Risk
CUST01509,62,9,866.91,96.32333333333332,40,0.2222222222222222,7,4,2,2,8,Recent Customers
CUST01510,228,8,1457.01,182.12625,34,0.25,4,1,2,3,6,Lost Customers
CUST01511,60,17,1750.51,102.97117647058823,81,0.29411764705882354,7,4,3,3,10,Loyal Customers
CUST01512,357,2,43.769999999999996,21.884999999999998,9,0.5,1,1,1,1,3,Lost Customers
CUST01513,209,1,38.99,38.99,6,1.0,1,2,1,1,4,Lost Customers
CUST01514,278,6,423.23,70.53833333333334,27,0.6666666666666666,5,1,2,2,5,Lost Customers
CUST01515,56,54,3918.66,72.56777777777778,252,0.25925925925925924,10,4,4,4,12,Champions
CUST01516,370,9,361.0,40.111111111111114,53,0.3333333333333333,5,1,2,2,5,Lost Customers
CUST01517,38,1,95.57,95.57,2,0.0,1,5,1,1,7,Recent Customers
CUST01518,59,20,1093.65,54.682500000000005,116,0.25,9,4,3,3,10,Loyal Customers
CUST01519,65,4,547.01,136.7525,14,0.5,3,4,2,2,8,Recent Customers
CUST01520,75,28,4577.07,163.4667857142857,150,0.35714285714285715,8,3,4,4,11,Loyal Customers
CUST01521,31,12,1119.01,93.25083333333333,62,0.3333333333333333,6,5,3,3,11,Loyal Customers
CUST01522,385,44,5569.35,126.57613636363637,193,0.18181818181818182,10,1,4,4,9,At Risk
CUST01523,46,200,19698.23,98.49115,980,0.25,10,4,5,5,14,Champions
CUST01524,44,47,12062.95,256.6585106382979,230,0.2765957446808511,10,4,4,5,13,Champions
CUST01525,208,13,2106.79,162.06076923076924,62,0.15384615384615385,5,2,3,3,8,Potential Loyalists
CUST01526,91,200,23002.22,115.0111,1018,0.28,10,3,5,5,13,Loyal Customers
CUST01527,84,127,14444.18,113.73370078740157,592,0.2992125984251969,10,3,5,5,13,Loyal Customers
CUST01528,277,16,1562.92,97.6825,98,0.4375,6,1,3,3,7,Potential Loyalists
CUST01529,23,6,1342.36,223.72666666666666,39,0.16666666666666666,4,5,2,3,10,Recent Customers
CUST01530,68,122,11737.24,96.20688524590163,584,0.30327868852459017,10,4,5,5,14,Champions
CUST01531,71,46,3744.74,81.40739130434783,247,0.30434782608695654,9,4,4,4,12,Champions
CUST01532,80,81,8055.94,99.45604938271605,345,0.2222222222222222,10,3,5,5,13,Loyal Customers
CUST01533,41,1,50.49,50.49,2,0.0,1,5,1,1,7,Recent Customers
CUST01534,89,4,460.57,115.1425,25,0.25,4,3,2,2,7,Potential Loyalists
CUST01535,17,34,2997.85,88.17205882352941,189,0.20588235294117646,9,5,4,4,13,Champions
CUST01536,52,80,6776.57,84.70712499999999,435,0.175,10,4,5,5,14,Champions
CUST01537,76,35,4794.5199999999995,136.9862857142857,162,0.2571428571428571,10,3,4,4,11,Loyal Customers
CUST01538,169,15,2291.55,152.77,68,0.26666666666666666,7,2,3,3,8,Potential Loyalists
CUST01539,97,2,210.8,105.4,11,0.0,1,3,1,1,5,Potential Loyalists
CUST01540,478,2,321.66,160.83,12,0.5,2,1,1,2,4,Lost Customers
CUST01541,479,6,999.01,166.50166666666667,25,0.6666666666666666,3,1,2,3,6,Lost Customers
CUST01542,90,68,7201.03,105.8975,308,0.35294117647058826,10,3,5,5,13,Loyal Customers
CUST01543,372,21,6347.61,302.26714285714286,112,0.3333333333333333,10,1,3,5,9,Potential Loyalists
CUST01544,19,14,2440.37,174.31214285714285,52,0.5,7,5,3,3,11,Loyal Customers
CUST01545,17,96,22089.72,230.10125000000002,448,0.3333333333333333,10,5,5,5,15,Champions
CUST01546,24,197,48780.11,247.61477157360406,1000,0.25888324873096447,10,5,5,5,15,Champions
CUST01547,294,123,14805.94,120.37349593495935,631,0.21138211382113822,10,1,5,5,11,At Risk
CUST01548,132,5,278.32,55.664,26,0.4,4,2,2,1,5,Lost Customers
CUST01549,230,2,95.41,47.705,13,0.0,2,1,1,1,3,Lost Customers
CUST01550,86,32,3408.43,106.5134375,183,0.25,10,3,4,4,11,Loyal Customers
CUST01551,41,200,46774.61,233.87305,980,0.275,10,5,5,5,15,Champions
CUST01552,72,13,4788.38,368.3369230769231,57,0.38461538461538464,7,3,3,4,10,Loyal Customers
CUST01553,5,1,28.63,28.63,8,0.0,1,5,1,1,7,Recent Customers
CUST01554,316,15,1159.22,77.28133333333334,75,0.26666666666666666,5,1,3,3,7,Potential Loyalists
CUST01555,35,30,3720.77,124.02566666666667,154,0.36666666666666664,8,5,4,4,13,Champions
CUST01556,14,1,25.59,25.59,8,1.0,1,5,1,1,7,Recent Customers
CUST01557,101,5,622.73,124.546,28,0.2,4,2,2,2,6,Lost Customers
CUST01558,76,63,7429.57,117.92968253968253,308,0.31746031746031744,10,3,5,5,13,Loyal Customers
CUST01559,55,25,2265.32,90.61280000000001,122,0.2,8,4,4,3,11,Champions
CUST01560,86,33,2727.71,82.65787878787879,123,0.15151515151515152,10,3,4,4,11,Loyal Customers
CUST01561,214,68,7419.97,109.11720588235295,339,0.29411764705882354,10,2,5,5,12,At Risk
CUST01562,89,19,1963.15,103.32368421052632,106,0.2631578947368421,8,3,3,3,9,Loyal Customers
CUST01563,96,115,12867.17,111.8884347826087,576,0.34782608695652173,10,3,5,5,13,Loyal Customers
CUST01564,242,49,4302.0,87.79591836734694,240,0.32653061224489793,10,1,4,4,9,At Risk
CUST01565,85,3,438.32000000000005,146.10666666666668,15,0.3333333333333333,3,3,1,2,6,Potential Loyalists
CUST01566,84,60,5768.71,96.14516666666667,305,0.2833333333333333,10,3,5,4,12,Loyal Customers
CUST01567,275,32,2520.42,78.763125,170,0.3125,9,1,4,4,9,At Risk
CUST01568,411,20,1713.73,85.6865,105,0.45,8,1,3,3,7,Potential Loyalists
CUST01569,44,31,2649.42,85.46516129032258,155,0.22580645161290322,9,4,4,4,12,Champions
CUST01570,41,21,5864.75,279.2738095238095,98,0.47619047619047616,10,5,3,4,12,Loyal Customers
CUST01571,107,78,15667.16,200.86102564102563,424,0.358974358974359,10,2,5,5,12,At Risk
CUST01572,51,44,4615.2,104.89090909090909,253,0.3181818181818182,10,4,4,4,12,Champions
CUST01573,306,1,79.5,79.5,7,0.0,1,1,1,1,3,Lost Customers
CUST01574,34,200,17340.44,86.70219999999999,972,0.285,10,5,5,5,15,Champions
CUST01575,228,1,170.29,170.29,1,0.0,1,1,1,1,3,Lost Customers
CUST01576,108,66,6301.92,95.48363636363636,372,0.30303030303030304,10,2,5,5,12,At Risk
CUST01577,76,3,210.98000000000002,70.32666666666667,15,0.3333333333333333,2,3,1,1,5,Potential Loyalists
CUST01578,46,200,20505.16,102.5258,962,0.27,10,4,5,5,14,Champions
CUST01579,136,8,660.32,82.54,43,0.25,6,2,2,2,6,Lost Customers
CUST01580,80,12,2587.3199999999997,215.60999999999999,62,0.3333333333333333,5,3,3,4,10,Loyal Customers
CUST01581,29,11,1829.52,166.32,51,0.36363636363636365,6,5,3,3,11,Loyal Customers
CUST01582,93,4,401.05,100.2625,15,0.25,2,3,2,2,7,Potential Loyalists
CUST01583,90,21,1705.98,81.23714285714286,106,0.42857142857142855,10,3,3,3,9,Loyal Customers
CUST01584,48,20,2637.92,131.89600000000002,119,0.2,7,4,3,4,11,Loyal Customers
CUST01585,14,42,3441.89,81.9497619047619,209,0.38095238095238093,9,5,4,4,13,Champions
CUST01586,49,200,19709.15,98.54575000000001,968,0.3,10,4,5,5,14,Champions
CUST01587,312,27,2221.2799999999997,82.26962962962962,168,0.14814814814814814,10,1,4,3,8,At Risk
CUST01588,117,24,1886.7,78.6125,98,0.375,7,2,4,3,9,At Risk
CUST01589,45,31,4081.6800000000003,131.66709677419357,137,0.3548387096774194,9,4,4,4,12,Champions
CUST01590,348,38,3050.73,80.28236842105264,199,0.3157894736842105,8,1,4,4,9,At Risk
CUST01591,143,39,1863.62,47.7851282051282,194,0.41025641025641024,10,2,4,3,9,At Risk
CUST01592,43,17,1221.25,71.83823529411765,85,0.35294117647058826,7,4,3,3,10,Loyal Customers
CUST01593,56,50,5840.7,116.814,232,0.26,10,4,4,4,12,Champions
CUST01594,409,3,251.61,83.87,10,0.0,2,1,1,1,3,Lost Customers
CUST01595,90,64,5575.85,87.12265625,281,0.265625,10,3,5,4,12,Loyal Customers
CUST01596,72,31,3873.89,124.96419354838709,158,0.1935483870967742,8,3,4,4,11,Loyal Customers
CUST01597,404,91,9046.37,99.41065934065935,456,0.25274725274725274,10,1,5,5,11,At Risk
CUST01598,48,6,1077.02,179.50333333333333,24,0.5,3,4,2,3,9,Recent Customers
CUST01599,75,73,7304.89,100.06698630136987,352,0.273972602739726,10,3,5,5,13,Loyal Customers
CUST01600,56,1,52.31,52.31,7,0.0,1,4,1,1,6,Recent Customers
CUST01601,203,4,676.6700000000001,169.16750000000002,16,0.25,4,2,2,2,6,Lost Customers
CUST01602,90,35,3301.51,94.32885714285715,179,0.2,10,3,4,4,11,Loyal Customers
CUST01603,59,1,249.16,249.16,3,0.0,1,4,1,1,6,Recent Customers
CUST01604,4,12,1139.6499999999999,94.97083333333332,68,0.3333333333333333,6,5,3,3,11,Loyal Customers
CUST01605,438,2,78.16,39.08,9,1.0,2,1,1,1,3,Lost Customers
CUST01606,98,1,17.15,17.15,9,0.0,1,3,1,1,5,Potential Loyalists
CUST01607,326,125,13592.710000000001,108.74168,638,0.336,10,1,5,5,11,At Risk
CUST01608,48,1,45.3,45.3,2,0.0,1,4,1,1,6,Recent Customers
CUST01609,30,200,18165.8,90.829,996,0.34,10,5,5,5,15,Champions
CUST01610,94,90,8653.0,96.14444444444445,449,0.23333333333333334,10,3,5,5,13,Loyal Customers
CUST01611,60,63,5154.0,81.80952380952381,333,0.3492063492063492,10,4,5,4,13,Champions
CUST01612,17,200,18503.06,92.51530000000001,1028,0.31,10,5,5,5,15,Champions
CUST01613,196,2,239.12,119.56,6,0.5,2,2,1,1,4,Lost Customers
CUST01614,233,11,1231.39,111.94454545454546,51,0.36363636363636365,6,1,3,3,7,Potential Loyalists
CUST01615,81,14,1303.23,93.08785714285715,64,0.21428571428571427,6,3,3,3,9,Loyal Customers
CUST01616,65,200,21038.71,105.19355,978,0.295,10,4,5,5,14,Champions
CUST01617,59,12,800.5699999999999,66.71416666666666,71,0.16666666666666666,5,4,3,2,9,Loyal Customers
CUST01618,92,1,379.07,379.07,4,0.0,1,3,1,2,6,Potential Loyalists
CUST01619,92,84,7046.47,83.88654761904762,432,0.2857142857142857,10,3,5,5,13,Loyal Customers
CUST01620,196,3,669.22,223.07333333333335,16,0.3333333333333333,3,2,1,2,5,Lost Customers
CUST01621,68,91,10149.96,111.53802197802197,451,0.2967032967032967,10,4,5,5,14,Champions
CUST01622,33,1,6.92,6.92,8,0.0,1,5,1,1,7,Recent Customers
CUST01623,62,38,3514.83,92.49552631578948,187,0.18421052631578946,10,4,4,4,12,Champions
CUST01624,342,6,954.6299999999999,159.105,37,0.0,3,1,2,2,5,Lost Customers
CUST01625,40,1,132.3,132.3,8,0.0,1,5,1,1,7,Recent Customers
CUST01626,51,200,21940.12,109.7006,1008,0.31,10,4,5,5,14,Champions
CUST01627,332,18,2376.2,132.0111111111111,109,0.2222222222222222,8,1,3,3,7,Potential Loyalists
CUST01628,83,200,47361.19,236.80595000000002,932,0.335,10,3,5,5,13,Loyal Customers
CUST01629,111,39,3799.58,97.4251282051282,193,0.2564102564102564,9,2,4,4,10,At Risk
CUST01630,85,1,136.85,136.85,8,0.0,1,3,1,1,5,Potential Loyalists
CUST01631,312,8,1784.23,223.02875,41,0.5,3,1,2,3,6,Lost Customers
CUST01632,125,5,352.93,70.586,29,0.0,4,2,2,2,6,Lost Customers
CUST01633,207,2,143.59,71.795,10,0.0,2,2,1,1,4,Lost Customers
CUST01634,86,13,977.83,75.21769230769232,62,0.38461538461538464,6,3,3,2,8,Loyal Customers
CUST01635,84,125,13697.98,109.58384,657,0.32,10,3,5,5,13,Loyal Customers
CUST01636,43,1,28.38,28.38,5,1.0,1,4,1,1,6,Recent Customers
CUST01637,92,2,544.8199999999999,272.40999999999997,4,0.0,2,3,1,2,6,Potential Loyalists
CUST01638,342,19,5167.82,271.99052631578945,80,0.21052631578947367,9,1,3,4,8,Potential Loyalists
CUST01639,4,14,1330.92,95.0657142857143,81,0.35714285714285715,6,5,3,3,11,Loyal Customers
CUST01640,98,115,6819.46,59.299652173913046,576,0.34782608695652173,10,3,5,5,13,Loyal Customers
CUST01641,75,48,4337.91,90.373125,228,0.3541666666666667,9,3,4,4,11,Loyal Customers
CUST01642,152,34,3802.55,111.83970588235294,162,0.35294117647058826,9,2,4,4,10,At Risk
CUST01643,94,20,1364.79,68.23949999999999,99,0.15,9,3,3,3,9,Loyal Customers
CUST01644,115,3,143.26,47.75333333333333,11,0.0,3,2,1,1,4,Lost Customers
CUST01645,28,74,6743.04,91.12216216216216,364,0.28378378378378377,10,5,5,5,15,Champions
CUST01646,60,25,5316.75,212.67,148,0.4,9,4,4,4,12,Champions
CUST01647,37,5,397.47,79.494,35,0.2,4,5,2,2,9,Recent Customers
CUST01648,60,58,6527.72,112.54689655172415,278,0.2413793103448276,10,4,5,5,14,Champions
CUST01649,66,2,227.25,113.625,9,0.0,2,4,1,1,6,Recent Customers
CUST01650,71,59,5809.71,98.46966101694915,311,0.288135593220339,10,4,5,4,13,Champions
CUST01651,28,86,7837.69,91.13593023255814,399,0.26744186046511625,10,5,5,5,15,Champions
CUST01652,176,23,1897.8,82.51304347826087,105,0.34782608695652173,8,2,3,3,8,Potential Loyalists
CUST01653,185,75,19743.95,263.2526666666667,376,0.26666666666666666,10,2,5,5,12,At Risk
CUST01654,265,15,3336.12,222.408,69,0.2,10,1,3,4,8,Potential Loyalists
CUST01655,219,3,346.51,115.50333333333333,13,0.3333333333333333,3,2,1,2,5,Lost Customers
CUST01656,68,77,7791.72,101.19116883116884,395,0.38961038961038963,10,4,5,5,14,Champions
CUST01657,85,34,3073.67,90.40205882352942,192,0.23529411764705882,10,3,4,4,11,Loyal Customers
CUST01658,41,48,4632.14,96.50291666666668,250,0.2708333333333333,10,5,4,4,13,Champions
CUST01659,53,184,45149.15,245.3758152173913,930,0.2391304347826087,10,4,5,5,14,Champions
CUST01660,140,10,467.28,46.727999999999994,46,0.4,7,2,2,2,6,Lost Customers
CUST01661,211,10,1036.8,103.67999999999999,45,0.3,4,2,2,3,7,Lost Customers
CUST01662,130,3,315.85,105.28333333333335,24,0.3333333333333333,2,2,1,2,5,Lost Customers
CUST01663,83,39,5582.73,143.14692307692306,180,0.1794871794871795,10,3,4,4,11,Loyal Customers
CUST01664,61,13,1604.75,123.4423076923077,62,0.3076923076923077,5,4,3,3,10,Loyal Customers
CUST01665,52,178,14730.78,82.75719101123596,864,0.3539325842696629,10,4,5,5,14,Champions
CUST01666,16,10,1896.45,189.645,34,0.3,6,5,2,3,10,Recent Customers
CUST01667,26,20,2331.06,116.553,85,0.3,9,5,3,3,11,Loyal Customers
CUST01668,67,31,2666.55,86.01774193548388,174,0.25806451612903225,9,4,4,4,12,Champions
CUST01669,83,5,676.29,135.25799999999998,29,0.0,3,3,2,2,7,Potential Loyalists
CUST01670,74,1,280.11,280.11,4,0.0,1,3,1,1,5,Potential Loyalists
CUST01671,43,82,9037.82,110.21731707317073,392,0.2073170731707317,10,4,5,5,14,Champions
CUST01672,38,4,457.04,114.26,17,0.25,3,5,2,2,9,Recent Customers
CUST01673,40,51,4221.21,82.76882352941176,232,0.21568627450980393,9,5,4,4,13,Champions
CUST01674,423,2,284.82,142.41,10,1.0,2,1,1,1,3,Lost Customers
CUST01675,53,116,6723.26,57.95913793103448,579,0.33620689655172414,10,4,5,5,14,Champions
CUST01676,63,2,79.15,39.575,9,0.5,2,4,1,1,6,Recent Customers
