date,year,month,quarter,region,category,quantity,unit_price,unit_cost,revenue,profit,profit_margin,customer_id,store_id
2022-07-19,2022,7,Q3,East,Sports,10,98.1,38.33,1000.62,609.65,60.9,C06695,S006
2023-01-26,2023,1,Q1,South,Groceries,5,56.34,32.18,225.36,96.64,42.9,C07144,S039
2024-06-04,2024,6,Q2,South,Electronics,12,357.87,221.32,4509.16,1720.53,38.2,C09367,S061
2022-07-05,2022,7,Q3,North,Groceries,6,37.66,14.12,230.48,144.06,62.5,C07724,S039
2023-07-10,2023,7,Q3,West,Groceries,4,54.57,22.12,222.65,132.4,59.5,C01755,S007
2023-12-10,2023,12,Q4,North,Automotive,3,181.56,90.96,817.02,407.7,49.9,C06704,S028
2024-11-17,2024,11,Q4,East,Home & Garden,3,152.76,68.51,595.76,328.57,55.2,C09133,S010
2022-09-27,2022,9,Q3,West,Electronics,2,351.21,130.05,688.37,433.47,63.0,C04141,S093
2022-03-06,2022,3,Q1,South,Home & Garden,12,141.16,80.21,1524.53,658.26,43.2,C09668,S053
2024-07-10,2024,7,Q3,North,Electronics,10,453.05,198.72,4621.11,2594.17,56.1,C09125,S076
2023-01-14,2023,1,Q1,South,Electronics,2,415.46,205.8,664.74,335.46,50.5,C03834,S024
2024-01-14,2024,1,Q1,International,Groceries,3,45.58,29.49,109.39,38.62,35.3,C01754,S099
2022-07-10,2022,7,Q3,International,Sports,2,92.7,54.07,189.11,78.81,41.7,C00639,S033
2024-06-05,2024,6,Q2,West,Home & Garden,14,124.38,58.34,1828.39,970.79,53.1,C07283,S014
2023-03-06,2023,3,Q1,West,Home & Garden,6,155.52,100.16,839.81,298.94,35.6,C05778,S097
2022-07-26,2022,7,Q3,North,Toys,3,43.78,16.14,133.97,84.58,63.1,C09619,S011
2023-08-04,2023,8,Q3,South,Groceries,9,32.67,13.1,294.03,176.13,59.9,C00192,S081
2023-08-25,2023,8,Q3,North,Electronics,1,250.26,143.81,250.26,106.45,42.5,C03112,S069
2024-06-04,2024,6,Q2,South,Electronics,12,340.75,214.73,4293.45,1587.85,37.0,C07814,S063
2022-02-13,2022,2,Q1,East,Groceries,1,48.0,16.94,37.44,24.23,64.7,C04313,S088
2023-06-24,2023,6,Q2,West,Sports,12,94.47,41.48,1190.32,667.67,56.1,C04176,S083
2022-05-23,2022,5,Q2,East,Beauty,6,67.93,31.4,407.58,219.18,53.8,C01061,S071
2024-01-08,2024,1,Q1,South,Clothing,9,88.7,46.51,638.64,303.77,47.6,C02700,S037
2023-06-12,2023,6,Q2,South,Clothing,2,50.83,19.55,106.74,65.69,61.5,C01244,S003
2022-11-13,2022,11,Q4,North,Electronics,14,320.06,194.16,5825.09,2291.38,39.3,C05887,S014
2023-12-29,2023,12,Q4,West,Electronics,8,382.36,235.12,4588.32,1766.88,38.5,C03600,S041
2023-01-01,2023,1,Q1,East,Automotive,14,222.43,85.79,2491.22,1530.37,61.4,C05897,S061
2023-07-19,2023,7,Q3,South,Clothing,5,84.02,54.19,428.5,152.13,35.5,C05434,S063
2024-06-16,2024,6,Q2,North,Beauty,4,60.51,24.04,254.14,153.17,60.3,C06175,S076
2024-04-01,2024,4,Q2,West,Beauty,7,41.13,21.25,273.51,132.2,48.3,C07671,S053
2023-01-06,2023,1,Q1,International,Groceries,9,40.03,23.72,288.22,117.43,40.7,C01124,S025
2022-03-18,2022,3,Q1,South,Electronics,4,471.26,209.35,1696.54,942.88,55.6,C09266,S024
2024-12-20,2024,12,Q4,North,Clothing,13,46.97,25.88,915.91,411.25,44.9,C06680,S010
2023-12-10,2023,12,Q4,West,Clothing,11,70.69,27.08,1166.38,719.56,61.7,C04845,S041
2022-11-07,2022,11,Q4,West,Electronics,8,406.48,197.1,4227.39,2177.55,51.5,C04405,S075
2024-04-07,2024,4,Q2,East,Electronics,2,307.28,174.36,583.83,252.55,43.3,C01580,S045
2024-05-15,2024,5,Q2,North,Beauty,5,52.0,26.42,260.0,127.9,49.2,C00268,S070
2023-01-30,2023,1,Q1,East,Groceries,7,59.0,35.98,330.4,128.91,39.0,C07333,S047
2024-11-11,2024,11,Q4,International,Electronics,13,332.69,171.88,5622.46,2717.69,48.3,C03119,S060
2023-05-07,2023,5,Q2,North,Sports,13,74.25,45.84,965.25,369.33,38.3,C08777,S089
2024-11-17,2024,11,Q4,North,Toys,4,38.18,18.55,198.54,102.08,51.4,C04120,S093
2024-05-06,2024,5,Q2,East,Clothing,8,47.91,28.08,383.28,158.64,41.4,C09436,S041
2023-08-02,2023,8,Q3,North,Clothing,11,46.08,19.68,506.88,290.4,57.3,C08623,S066
2024-11-10,2024,11,Q4,South,Home & Garden,12,133.86,83.31,2088.22,788.58,37.8,C00127,S093
2024-12-19,2024,12,Q4,East,Electronics,6,451.15,286.63,4060.35,1480.68,36.5,C05930,S043
2023-07-19,2023,7,Q3,North,Clothing,2,86.83,39.12,177.13,97.33,54.9,C01094,S005
2023-09-24,2023,9,Q3,South,Toys,10,54.76,27.65,536.65,265.68,49.5,C07355,S073
2022-07-23,2022,7,Q3,South,Home & Garden,2,135.57,53.92,276.56,166.57,60.2,C06921,S096
2024-09-23,2024,9,Q3,International,Electronics,3,300.12,186.95,882.35,332.72,37.7,C05454,S059
2024-05-13,2024,5,Q2,North,Groceries,5,60.91,36.94,304.55,119.85,39.4,C05537,S046
2022-12-03,2022,12,Q4,South,Groceries,6,62.65,27.36,563.85,317.61,56.3,C09922,S058
2023-09-18,2023,9,Q3,South,Home & Garden,12,136.24,75.37,1602.18,715.83,44.7,C08344,S068
2023-05-01,2023,5,Q2,International,Clothing,10,51.49,33.32,514.9,181.7,35.3,C07196,S081
2024-08-13,2024,8,Q3,International,Electronics,11,375.14,136.85,4126.54,2621.19,63.5,C03874,S057
2023-08-20,2023,8,Q3,North,Clothing,8,51.45,18.74,411.6,261.68,63.6,C08894,S082
2023-08-23,2023,8,Q3,International,Electronics,5,416.23,208.97,2081.15,1036.3,49.8,C00778,S021
2024-07-02,2024,7,Q3,East,Groceries,13,52.12,28.87,691.11,308.29,44.6,C09548,S012
2024-08-11,2024,8,Q3,West,Toys,1,55.75,22.17,55.75,33.58,60.2,C01700,S091
2024-04-30,2024,4,Q2,East,Groceries,9,50.17,32.41,428.95,151.85,35.4,C00550,S064
2023-09-14,2023,9,Q3,International,Groceries,3,46.17,27.44,135.74,55.07,40.6,C09015,S022
2023-10-26,2023,10,Q4,South,Sports,10,95.48,38.31,1002.54,600.29,59.9,C03712,S019
2024-08-05,2024,8,Q3,West,Clothing,4,63.33,29.28,253.32,136.2,53.8,C04097,S075
2022-12-03,2022,12,Q4,North,Home & Garden,2,119.53,77.18,358.59,127.05,35.4,C07607,S090
2024-09-20,2024,9,Q3,South,Electronics,14,406.15,174.66,5572.38,3176.04,57.0,C00021,S056
2022-09-21,2022,9,Q3,North,Automotive,12,262.2,125.37,3083.47,1609.12,52.2,C07748,S011
2023-11-08,2023,11,Q4,North,Groceries,4,35.85,17.42,186.42,95.84,51.4,C08035,S089
2024-07-24,2024,7,Q3,South,Groceries,2,51.84,22.38,105.75,60.1,56.8,C01300,S040
2024-10-13,2024,10,Q4,South,Automotive,7,201.6,82.5,1481.76,875.38,59.1,C04563,S056
2022-01-11,2022,1,Q1,North,Clothing,9,85.29,43.57,614.09,300.38,48.9,C03254,S002
2024-12-01,2024,12,Q4,East,Sports,9,85.96,46.45,1160.46,533.38,46.0,C00448,S097
2023-01-27,2023,1,Q1,North,Clothing,10,82.04,47.27,656.32,278.16,42.4,C04674,S038
2023-11-14,2023,11,Q4,South,Electronics,3,293.58,188.47,1144.96,409.93,35.8,C06884,S007
2022-05-01,2022,5,Q2,West,Clothing,8,72.45,45.71,579.6,213.92,36.9,C07482,S027
2022-02-07,2022,2,Q1,East,Automotive,11,205.78,104.34,1765.59,870.36,49.3,C03780,S086
2022-03-30,2022,3,Q1,North,Electronics,11,406.31,256.84,4022.47,1479.75,36.8,C08334,S093
2022-01-20,2022,1,Q1,North,Clothing,1,62.89,23.42,50.31,31.58,62.8,C01984,S073
2022-12-14,2022,12,Q4,East,Electronics,8,294.71,110.37,3536.52,2212.08,62.5,C05717,S054
2023-05-08,2023,5,Q2,North,Electronics,13,279.56,163.92,3634.28,1503.32,41.4,C04311,S070
2024-07-03,2024,7,Q3,South,Sports,1,104.03,47.44,106.11,57.72,54.4,C00571,S052
2023-08-28,2023,8,Q3,International,Groceries,6,35.63,21.89,213.78,82.44,38.6,C00239,S037
2024-09-20,2024,9,Q3,East,Electronics,7,420.15,176.22,2882.23,1673.36,58.1,C03071,S044
2023-04-03,2023,4,Q2,West,Automotive,3,151.64,87.4,432.17,183.08,42.4,C08155,S005
2023-05-11,2023,5,Q2,South,Electronics,7,412.36,215.24,2886.52,1379.84,47.8,C06026,S096
2024-12-04,2024,12,Q4,East,Groceries,1,43.12,20.46,64.68,33.99,52.6,C08222,S068
2023-01-18,2023,1,Q1,North,Electronics,4,427.35,231.44,1367.52,626.91,45.8,C04803,S016
2024-07-27,2024,7,Q3,North,Automotive,5,221.29,129.15,1128.58,469.91,41.6,C04231,S053
2022-08-08,2022,8,Q3,East,Sports,4,106.19,39.38,424.76,267.24,62.9,C04073,S098
2024-04-06,2024,4,Q2,South,Clothing,5,82.69,39.49,392.78,205.2,52.2,C03657,S084
2024-05-16,2024,5,Q2,West,Clothing,13,72.34,32.16,940.42,522.34,55.5,C07365,S014
2022-03-24,2022,3,Q1,West,Sports,1,63.67,36.43,57.3,24.52,42.8,C05806,S097
2023-07-31,2023,7,Q3,North,Electronics,7,404.61,242.35,2888.92,1158.54,40.1,C00975,S097
2022-06-28,2022,6,Q2,West,Groceries,12,60.05,21.68,756.63,483.46,63.9,C09287,S071
2024-06-06,2024,6,Q2,West,Clothing,11,85.89,46.31,992.03,457.15,46.1,C06209,S008
2024-12-13,2024,12,Q4,North,Beauty,6,49.0,31.17,441.0,160.47,36.4,C01575,S005
2024-10-28,2024,10,Q4,North,Electronics,9,258.42,100.03,2442.07,1496.79,61.3,C07032,S083
2022-03-14,2022,3,Q1,North,Groceries,9,54.69,32.63,442.99,178.69,40.3,C07774,S078
2024-08-30,2024,8,Q3,North,Home & Garden,13,117.47,69.2,1527.11,627.51,41.1,C00505,S019
2023-12-14,2023,12,Q4,International,Groceries,10,54.86,32.0,822.9,342.9,41.7,C06195,S050
2023-06-16,2023,6,Q2,East,Toys,10,37.36,20.06,392.28,181.65,46.3,C01535,S054
2022-12-22,2022,12,Q4,South,Home & Garden,12,108.76,38.68,1957.68,1261.44,64.4,C07286,S077
2023-01-21,2023,1,Q1,International,Electronics,6,317.62,156.38,1524.58,773.95,50.8,C03992,S022
2024-01-16,2024,1,Q1,West,Electronics,4,369.67,228.46,1182.94,451.87,38.2,C04584,S044
2024-09-02,2024,9,Q3,East,Sports,7,76.77,43.2,526.64,230.29,43.7,C08914,S045
2023-01-12,2023,1,Q1,International,Groceries,9,46.29,25.87,333.29,147.02,44.1,C02876,S062
2023-01-19,2023,1,Q1,East,Toys,14,49.12,31.28,550.14,199.81,36.3,C02989,S050
2023-12-28,2023,12,Q4,South,Clothing,10,76.34,31.88,1145.1,666.9,58.2,C06387,S022
2024-07-18,2024,7,Q3,East,Home & Garden,5,156.8,77.24,799.68,405.76,50.7,C02388,S044
2022-05-15,2022,5,Q2,West,Clothing,11,48.05,29.32,528.55,206.03,39.0,C08463,S096
2022-01-02,2022,1,Q1,North,Automotive,9,214.38,115.35,1543.54,713.02,46.2,C06468,S029
2024-03-26,2024,3,Q1,International,Groceries,5,56.93,20.57,256.19,163.62,63.9,C01035,S049
2024-06-30,2024,6,Q2,South,Home & Garden,10,167.74,67.27,1761.27,1054.94,59.9,C03989,S095
2022-01-24,2022,1,Q1,International,Home & Garden,7,133.44,64.5,747.26,386.06,51.7,C02279,S089
2023-04-05,2023,4,Q2,North,Sports,13,85.82,54.43,1059.88,387.67,36.6,C08607,S099
2024-04-10,2024,4,Q2,South,Clothing,1,54.39,22.36,51.67,30.43,58.9,C00515,S077
2024-07-18,2024,7,Q3,International,Sports,1,108.61,63.51,110.78,46.0,41.5,C09859,S007
2024-04-15,2024,4,Q2,East,Clothing,3,84.31,54.28,240.28,85.59,35.6,C03569,S023
2022-01-18,2022,1,Q1,West,Groceries,10,34.87,16.68,278.96,145.52,52.2,C08787,S080
2023-05-08,2023,5,Q2,North,Home & Garden,11,152.75,66.88,1680.25,944.57,56.2,C00704,S078
2023-02-17,2023,2,Q1,North,Clothing,8,50.7,27.91,316.37,142.21,45.0,C01105,S039
2024-04-17,2024,4,Q2,South,Home & Garden,1,128.81,67.15,122.37,58.58,47.9,C05239,S024
2024-05-01,2024,5,Q2,South,Groceries,2,34.63,14.76,69.26,39.74,57.4,C01035,S099
2024-09-25,2024,9,Q3,West,Electronics,8,332.22,152.04,2604.6,1412.61,54.2,C09357,S090
2024-06-03,2024,6,Q2,East,Toys,10,30.14,16.57,316.47,142.48,45.0,C07768,S059
2023-06-19,2023,6,Q2,North,Groceries,13,55.27,20.83,754.44,470.11,62.3,C04873,S023
2023-10-15,2023,10,Q4,North,Home & Garden,6,85.77,41.43,540.35,279.34,51.7,C06678,S015
2024-02-23,2024,2,Q1,North,Electronics,7,327.03,135.06,1785.58,1048.16,58.7,C03548,S087
2024-03-03,2024,3,Q1,International,Sports,3,109.99,69.38,296.97,109.65,36.9,C07890,S035
2023-02-04,2023,2,Q1,South,Toys,9,34.48,16.81,242.05,124.04,51.2,C05047,S031
2024-01-07,2024,1,Q1,North,Groceries,4,61.99,33.24,198.37,92.0,46.4,C05832,S080
2023-05-07,2023,5,Q2,East,Automotive,10,161.8,61.37,1618.0,1004.3,62.1,C02518,S075
2023-04-03,2023,4,Q2,North,Electronics,4,328.31,188.79,1247.58,530.18,42.5,C04904,S073
2024-01-27,2024,1,Q1,South,Sports,6,116.68,67.78,560.06,234.72,41.9,C08891,S086
2024-02-20,2024,2,Q1,International,Toys,7,37.14,17.72,202.78,106.03,52.3,C04042,S018
2023-12-08,2023,12,Q4,South,Clothing,3,72.06,28.84,324.27,194.49,60.0,C07797,S059
2023-04-20,2023,4,Q2,North,Groceries,9,59.67,28.49,510.18,266.59,52.3,C01268,S029
2022-10-19,2022,10,Q4,East,Home & Garden,6,97.2,59.18,612.36,239.53,39.1,C02034,S008
2024-01-28,2024,1,Q1,International,Groceries,13,50.25,26.58,522.6,246.17,47.1,C00982,S016
2023-04-30,2023,4,Q2,North,Groceries,1,46.1,20.32,43.8,24.49,55.9,C02520,S050
2022-07-21,2022,7,Q3,West,Toys,2,30.36,17.08,61.93,27.09,43.7,C02940,S015
2024-06-09,2024,6,Q2,West,Clothing,12,84.13,39.06,1060.04,567.88,53.6,C02467,S020
2024-11-08,2024,11,Q4,West,Sports,12,111.89,54.18,1745.48,900.28,51.6,C09578,S055
2024-10-19,2024,10,Q4,South,Electronics,7,478.65,185.74,3518.08,2152.89,61.2,C00121,S030
2024-09-24,2024,9,Q3,South,Home & Garden,4,135.3,84.46,530.38,199.29,37.6,C01437,S020
2024-11-21,2024,11,Q4,East,Clothing,2,82.66,43.36,214.92,102.18,47.5,C00932,S012
2022-11-19,2022,11,Q4,West,Clothing,6,72.56,31.41,565.97,320.97,56.7,C01162,S076
2024-05-18,2024,5,Q2,International,Electronics,3,361.81,220.62,1085.43,423.57,39.0,C08901,S076
2022-07-27,2022,7,Q3,North,Electronics,1,274.65,174.46,280.14,102.19,36.5,C07076,S019
2024-11-16,2024,11,Q4,East,Toys,5,36.28,22.37,235.82,90.42,38.3,C09426,S067
2024-08-31,2024,8,Q3,International,Toys,8,32.33,14.64,258.64,141.52,54.7,C09686,S035
2023-12-14,2023,12,Q4,South,Sports,12,85.43,50.32,1537.74,631.98,41.1,C01610,S095
2022-02-24,2022,2,Q1,North,Beauty,6,70.26,37.87,328.82,151.59,46.1,C08832,S098
2024-08-06,2024,8,Q3,North,Sports,12,113.42,70.34,1361.04,516.96,38.0,C01754,S070
2022-08-25,2022,8,Q3,East,Home & Garden,3,110.22,60.82,330.66,148.2,44.8,C02025,S016
2024-08-05,2024,8,Q3,South,Groceries,2,60.35,23.45,120.7,73.8,61.1,C03383,S039
2024-11-08,2024,11,Q4,North,Automotive,11,206.89,130.36,2958.53,1094.38,37.0,C01551,S037
2023-09-11,2023,9,Q3,North,Home & Garden,5,167.85,96.32,822.47,350.5,42.6,C04691,S067
2023-06-04,2023,6,Q2,International,Electronics,13,299.28,175.21,4085.17,1693.56,41.5,C00982,S029
2023-11-16,2023,11,Q4,East,Groceries,1,60.94,23.24,79.22,49.01,61.9,C06108,S024
2022-08-17,2022,8,Q3,South,Groceries,8,59.92,26.63,479.36,266.32,55.6,C04850,S003
2022-07-20,2022,7,Q3,South,Sports,1,69.33,40.89,70.72,29.01,41.0,C01654,S018
2022-11-22,2022,11,Q4,West,Toys,14,34.89,12.87,635.0,400.76,63.1,C09885,S016
2024-04-16,2024,4,Q2,South,Electronics,3,380.24,198.32,1083.68,518.47,47.8,C04534,S075
2024-11-14,2024,11,Q4,West,Toys,10,46.78,23.04,608.14,308.62,50.7,C00483,S011
2022-10-29,2022,10,Q4,South,Electronics,6,425.14,171.51,2678.38,1597.87,59.7,C06077,S060
2022-04-24,2022,4,Q2,West,Electronics,10,368.83,155.68,3503.88,2024.92,57.8,C04975,S053
2022-09-03,2022,9,Q3,North,Home & Garden,14,152.44,76.57,2091.48,1040.94,49.8,C06750,S026
2024-02-13,2024,2,Q1,International,Clothing,12,87.49,38.76,818.91,456.11,55.7,C04786,S027
2022-03-21,2022,3,Q1,East,Groceries,5,41.2,17.66,185.4,105.93,57.1,C05236,S100
2023-03-24,2023,3,Q1,West,Toys,10,30.97,17.89,278.73,117.72,42.2,C07676,S021
2024-02-09,2024,2,Q1,East,Groceries,4,45.22,24.62,141.09,64.27,45.6,C01153,S089
2022-05-13,2022,5,Q2,North,Clothing,14,58.6,29.94,820.4,401.24,48.9,C00358,S035
2024-09-12,2024,9,Q3,East,Groceries,3,52.27,24.12,153.67,82.76,53.9,C06341,S012
2024-02-21,2024,2,Q1,East,Groceries,8,61.01,32.09,380.7,180.46,47.4,C05045,S020
2022-01-27,2022,1,Q1,South,Toys,7,31.06,18.2,173.94,72.02,41.4,C01344,S091
2024-03-15,2024,3,Q1,International,Sports,2,112.8,64.42,203.04,87.08,42.9,C08935,S095
2022-08-10,2022,8,Q3,East,Groceries,3,55.88,26.3,167.64,88.74,52.9,C05389,S033
2023-10-17,2023,10,Q4,South,Automotive,14,154.46,82.41,2270.56,1059.14,46.6,C09985,S093
2024-06-08,2024,6,Q2,North,Automotive,6,253.97,158.32,1600.01,602.6,37.7,C02286,S008
2023-04-08,2023,4,Q2,North,Groceries,2,56.26,23.81,106.89,61.66,57.7,C00301,S064
2022-05-23,2022,5,Q2,South,Automotive,13,242.6,89.13,3153.8,1995.11,63.3,C08745,S072
2022-05-10,2022,5,Q2,West,Electronics,1,334.41,169.36,334.41,165.05,49.4,C00385,S090
2023-02-09,2023,2,Q1,West,Electronics,3,251.0,138.06,587.34,264.28,45.0,C00910,S006
2024-11-03,2024,11,Q4,North,Electronics,13,357.08,134.87,6034.65,3755.35,62.2,C09900,S074
2024-05-19,2024,5,Q2,West,Beauty,8,45.37,20.42,362.96,199.6,55.0,C04690,S005
2023-04-10,2023,4,Q2,South,Toys,11,47.64,30.24,497.84,181.83,36.5,C06163,S062
2022-09-27,2022,9,Q3,International,Toys,4,30.96,13.13,121.36,69.89,57.6,C01530,S061
2022-06-15,2022,6,Q2,South,Clothing,4,73.41,26.0,308.32,199.12,64.6,C03364,S067
2024-07-20,2024,7,Q3,North,Electronics,14,405.29,222.18,5787.54,2614.81,45.2,C04552,S056
2024-11-30,2024,11,Q4,North,Clothing,14,83.17,29.34,1513.69,979.71,64.7,C09721,S045
2022-01-29,2022,1,Q1,East,Groceries,11,48.63,31.03,427.94,154.88,36.2,C09887,S084
2023-04-08,2023,4,Q2,North,Electronics,14,418.9,186.44,5571.37,3091.72,55.5,C08479,S034
2022-06-20,2022,6,Q2,East,Electronics,9,472.93,214.02,4469.19,2446.7,54.7,C04565,S034
2024-11-26,2024,11,Q4,West,Electronics,6,250.2,158.96,1951.56,711.67,36.5,C07931,S005
2022-04-23,2022,4,Q2,South,Sports,8,101.83,46.13,773.91,423.32,54.7,C02080,S016
2023-05-23,2023,5,Q2,International,Clothing,3,55.98,33.31,167.94,68.01,40.5,C09917,S092
2024-05-25,2024,5,Q2,North,Toys,10,50.27,30.61,502.7,196.6,39.1,C01715,S092
2022-08-10,2022,8,Q3,South,Groceries,11,35.33,22.85,388.63,137.28,35.3,C04861,S083
2022-12-09,2022,12,Q4,East,Clothing,11,78.61,49.97,1297.07,472.56,36.4,C00465,S024
2022-12-22,2022,12,Q4,International,Clothing,5,72.66,30.84,544.95,313.65,57.6,C00629,S095
2022-03-31,2022,3,Q1,International,Sports,13,71.54,27.66,837.02,513.4,61.3,C09100,S064
2023-01-04,2023,1,Q1,International,Electronics,12,351.92,180.98,3378.43,1641.02,48.6,C08517,S004
2022-03-06,2022,3,Q1,North,Sports,14,66.24,32.66,834.62,423.11,50.7,C07974,S092
2024-02-07,2024,2,Q1,South,Electronics,6,455.29,190.09,2130.76,1241.14,58.2,C04484,S052
2022-10-25,2022,10,Q4,West,Home & Garden,14,165.95,105.79,2439.46,884.35,36.3,C03699,S067
2022-10-03,2022,10,Q4,North,Toys,5,49.15,23.4,258.04,135.19,52.4,C00490,S097
2024-05-08,2024,5,Q2,East,Groceries,9,42.54,17.8,382.86,222.66,58.2,C06225,S080
2024-08-26,2024,8,Q3,International,Electronics,11,256.23,144.99,2818.53,1223.64,43.4,C01496,S039
2024-03-16,2024,3,Q1,International,Groceries,5,62.7,33.59,282.15,131.0,46.4,C00646,S077
2023-05-18,2023,5,Q2,East,Toys,2,37.02,15.69,74.04,42.66,57.6,C03258,S015
2023-05-28,2023,5,Q2,South,Electronics,10,287.52,174.51,2875.2,1130.1,39.3,C03860,S037
2022-03-20,2022,3,Q1,West,Groceries,12,62.62,36.82,676.3,278.64,41.2,C08921,S032
2024-02-12,2024,2,Q1,West,Groceries,12,36.61,20.72,342.67,148.73,43.4,C05453,S036
2022-04-28,2022,4,Q2,East,Home & Garden,5,98.45,58.26,467.64,190.9,40.8,C08270,S079
2023-03-09,2023,3,Q1,North,Groceries,7,46.09,26.61,290.37,122.72,42.3,C02965,S064
2024-08-04,2024,8,Q3,East,Groceries,8,35.6,12.65,284.8,183.6,64.5,C09012,S020
2024-09-17,2024,9,Q3,South,Electronics,8,252.7,109.91,1981.17,1119.47,56.5,C09620,S035
2023-02-11,2023,2,Q1,International,Sports,2,116.2,70.37,181.27,71.49,39.4,C08419,S046
2022-10-02,2022,10,Q4,South,Sports,6,65.91,24.66,415.23,259.88,62.6,C07115,S082
2024-10-01,2024,10,Q4,East,Sports,7,82.89,45.21,609.24,276.95,45.5,C03436,S059
2024-01-18,2024,1,Q1,East,Home & Garden,4,122.47,73.93,391.9,155.33,39.6,C02756,S016
2022-06-01,2022,6,Q2,East,Sports,2,113.04,49.92,237.38,132.55,55.8,C04333,S016
2023-11-09,2023,11,Q4,East,Beauty,13,39.42,21.67,666.2,299.98,45.0,C07668,S014
2023-11-08,2023,11,Q4,North,Clothing,13,74.32,40.06,1256.01,578.99,46.1,C00629,S003
2024-11-01,2024,11,Q4,East,Home & Garden,3,153.95,83.6,600.4,274.37,45.7,C05029,S031
2024-09-25,2024,9,Q3,East,Electronics,5,255.79,136.59,1253.37,584.08,46.6,C09945,S086
2022-06-24,2022,6,Q2,International,Clothing,12,85.09,40.68,1072.13,559.57,52.2,C03016,S062
2023-03-22,2023,3,Q1,North,Groceries,2,48.68,25.66,87.62,41.44,47.3,C02739,S051
2022-09-07,2022,9,Q3,South,Sports,10,111.1,47.01,1088.78,628.08,57.7,C00016,S021
2023-07-10,2023,7,Q3,West,Clothing,1,55.72,29.73,56.83,26.51,46.6,C09386,S061
2024-02-08,2024,2,Q1,North,Groceries,4,41.88,16.78,130.67,78.31,59.9,C06332,S064
2024-12-10,2024,12,Q4,East,Beauty,10,65.35,23.49,980.25,627.9,64.1,C00378,S091
2022-01-01,2022,1,Q1,West,Groceries,4,41.21,21.1,131.87,64.35,48.8,C02728,S073
2022-10-29,2022,10,Q4,West,Clothing,14,57.27,22.88,841.87,505.53,60.0,C01613,S033
2022-06-30,2022,6,Q2,South,Clothing,5,86.58,35.23,454.55,269.59,59.3,C05854,S094
2023-10-11,2023,10,Q4,International,Sports,11,113.27,66.28,1308.27,542.73,41.5,C06206,S028
2024-03-26,2024,3,Q1,West,Electronics,10,367.06,208.73,3303.54,1424.97,43.1,C05977,S060
2024-09-09,2024,9,Q3,West,Toys,5,49.67,22.85,243.38,131.42,54.0,C06028,S021
2024-04-04,2024,4,Q2,North,Clothing,7,75.93,33.92,504.93,279.37,55.3,C09862,S020
2023-10-20,2023,10,Q4,East,Groceries,2,34.31,15.61,72.05,39.27,54.5,C05270,S009
2023-08-28,2023,8,Q3,East,Groceries,6,34.14,20.06,204.84,84.48,41.2,C04581,S007
2022-02-01,2022,2,Q1,North,Electronics,5,372.58,199.85,1453.06,673.65,46.4,C02503,S029
2022-03-17,2022,3,Q1,North,Home & Garden,9,105.52,52.21,854.71,431.81,50.5,C07729,S027
2023-09-20,2023,9,Q3,South,Groceries,10,51.97,21.95,509.31,294.2,57.8,C03964,S024
2023-06-26,2023,6,Q2,North,Electronics,13,260.77,150.02,3559.51,1511.74,42.5,C08533,S071
2023-04-02,2023,4,Q2,West,Beauty,3,54.39,27.31,155.01,77.18,49.8,C01548,S033
2024-06-24,2024,6,Q2,North,Toys,13,49.0,22.57,668.85,360.77,53.9,C06865,S098
2024-02-15,2024,2,Q1,International,Beauty,13,75.58,29.93,766.38,462.89,60.4,C04536,S024
2022-03-01,2022,3,Q1,West,Electronics,4,319.93,122.47,1151.75,710.86,61.7,C07025,S065
2022-07-30,2022,7,Q3,International,Home & Garden,11,89.49,48.94,1004.08,454.97,45.3,C06373,S036
2022-08-15,2022,8,Q3,East,Clothing,10,72.61,28.26,726.1,443.5,61.1,C04307,S007
2023-01-28,2023,1,Q1,North,Clothing,7,87.52,47.01,490.11,226.86,46.3,C04653,S079
2022-09-24,2022,9,Q3,North,Clothing,12,57.77,31.78,679.38,305.64,45.0,C05319,S032
2023-11-27,2023,11,Q4,South,Electronics,1,339.01,179.82,440.71,206.95,47.0,C06422,S070
2024-07-17,2024,7,Q3,South,Sports,5,113.81,44.33,580.43,354.35,61.0,C06529,S037
2024-09-08,2024,9,Q3,International,Automotive,7,213.8,125.8,1466.67,603.68,41.2,C06655,S027
2024-05-23,2024,5,Q2,North,Groceries,5,51.04,19.85,255.2,155.95,61.1,C07279,S041
2022-12-19,2022,12,Q4,North,Groceries,1,54.79,19.52,82.19,52.9,64.4,C05161,S071
2024-12-19,2024,12,Q4,East,Clothing,11,65.17,37.45,1075.31,457.38,42.5,C03371,S002
2024-10-07,2024,10,Q4,North,Clothing,4,55.74,25.2,234.11,128.27,54.8,C05327,S026
2024-02-11,2024,2,Q1,West,Automotive,2,177.56,77.27,276.99,156.45,56.5,C06075,S067
2022-10-20,2022,10,Q4,East,Clothing,2,53.0,25.72,111.3,57.29,51.5,C00620,S001
2022-09-11,2022,9,Q3,West,Toys,10,37.85,13.35,370.93,240.1,64.7,C02363,S091
2022-09-13,2022,9,Q3,South,Automotive,9,150.39,79.78,1326.44,622.78,47.0,C07290,S058
2023-01-05,2023,1,Q1,International,Sports,1,81.37,52.3,65.1,23.26,35.7,C09404,S027
2022-03-16,2022,3,Q1,North,Beauty,7,59.81,29.08,376.8,193.6,51.4,C06540,S062
